target,Dummy_majority,LogisticRegression,RandomForest
공유오피스_회의,0.0,0.29541607960834815,0.28650571775995504
교육_학습시설,0.0,0.4239589831055949,0.41166280561297547
라운지_휴게,0.0,0.2822399732991877,0.28876771041472044
시니어시설,0.0,0.510984107018361,0.534311437824455
운동시설,0.0,0.42269389231062293,0.40508365990918643
키즈시설,0.7121553018005937,0.5601714877863111,0.5797862380720327
