건물명,대지위치,운동시설,교육_학습시설,키즈시설,시니어시설,공유오피스_회의,라운지_휴게,사우나_목욕,편의_생활시설,구,동,총인구수,ratio_child,ratio_elderly,ratio_young,ratio_middle,전체세대,ratio_1person,ratio_2person,ratio_3plus,카페수,헬스장수,학원수,기타학원수,독서실수,사우나수
면목 루브루,서울특별시 중랑구 면목동 1542번지,0,0,0,0,0,0,0,0,중랑구,면목동,131788.0,0.0431678149755668,0.3180183324733663,0.124396758430206,0.2878259022065741,68469.0,0.4805824533730593,0.2504198980560546,0.2689976485708861,135.0,60.0,78.0,123.0,11.0,14.0
면목동 준공공임대주택,서울특별시 중랑구 면목동 20-40번지,0,0,0,0,0,0,0,1,중랑구,면목동,131788.0,0.0431678149755668,0.3180183324733663,0.124396758430206,0.2878259022065741,68469.0,0.4805824533730593,0.2504198980560546,0.2689976485708861,135.0,60.0,78.0,123.0,11.0,14.0
명륜1가 46-1,서울특별시 종로구 명륜1가 46-1번지,0,0,0,0,0,1,0,0,종로구,명륜1가,,0.0544422561955385,0.2939053873039847,0.1096373666546156,0.2656625009280932,,0.3153247805934234,0.2471317182923759,0.4375435011142006,73.0,16.3,15.0,38.3,2.7,3.3
명지해드는터,서울특별시 양천구 신정동 1300번지,0,0,0,0,1,0,0,0,양천구,신정동,169239.0,0.0563049888028173,0.2577420098204314,0.1171715739279953,0.2786355390896897,69277.0,0.3077356121079146,0.2324725377831026,0.4597918501089827,217.0,136.0,598.0,438.0,67.0,26.0
목동 중앙하이츠,서울특별시 양천구 신정동 282-71번지,0,1,1,1,0,0,0,0,양천구,신정동,169239.0,0.0563049888028173,0.2577420098204314,0.1171715739279953,0.2786355390896897,69277.0,0.3077356121079146,0.2324725377831026,0.4597918501089827,217.0,136.0,598.0,438.0,67.0,26.0
목동센트럴 아이파크위브 1단지,서울특별시 양천구 신월동 1075번지,1,1,1,1,1,0,1,1,양천구,신월동,115824.0,0.0513192429893631,0.3212114933001795,0.1093124050283188,0.2781893217295206,53742.0,0.3931747981094861,0.2591083324029623,0.3477168694875516,116.0,78.0,144.0,172.0,12.0,15.0
목동센트럴 아이파크위브 2단지,서울특별시 양천구 신월동 1076번지,1,1,1,1,1,0,1,1,양천구,신월동,115824.0,0.0513192429893631,0.3212114933001795,0.1093124050283188,0.2781893217295206,53742.0,0.3931747981094861,0.2591083324029623,0.3477168694875516,116.0,78.0,144.0,172.0,12.0,15.0
목동센트럴 아이파크위브 3단지,서울특별시 양천구 신월동 1077번지,1,1,1,1,1,0,1,1,양천구,신월동,115824.0,0.0513192429893631,0.3212114933001795,0.1093124050283188,0.2781893217295206,53742.0,0.3931747981094861,0.2591083324029623,0.3477168694875516,116.0,78.0,144.0,172.0,12.0,15.0
목동센트럴 아이파크위브 4단지,서울특별시 양천구 신월동 1078번지,1,1,1,1,1,0,1,1,양천구,신월동,115824.0,0.0513192429893631,0.3212114933001795,0.1093124050283188,0.2781893217295206,53742.0,0.3931747981094861,0.2591083324029623,0.3477168694875516,116.0,78.0,144.0,172.0,12.0,15.0
목동파크자이,서울특별시 양천구 신정동 171-61번지,1,1,1,1,0,0,1,0,양천구,신정동,169239.0,0.0563049888028173,0.2577420098204314,0.1171715739279953,0.2786355390896897,69277.0,0.3077356121079146,0.2324725377831026,0.4597918501089827,217.0,136.0,598.0,438.0,67.0,26.0
묵동 역세권 청년주택,서울특별시 중랑구 묵동 8번지,1,1,1,0,1,1,1,1,중랑구,묵동,51033.0,0.0453823996237728,0.2943977426371171,0.132110595105128,0.2860502028099465,24094.0,0.4155806424836059,0.2518884369552586,0.3325309205611355,80.3,39.0,66.3,88.7,8.4,9.9
문래 롯데캐슬,서울특별시 영등포구 문래동6가 57번지,1,1,1,1,0,0,1,0,영등포구,문래동6가,,0.0529698536468082,0.2973977912759866,0.1299525382609814,0.2972207997685505,,0.4595823513189234,0.236341199162076,0.3040764495190005,121.0,50.0,46.0,144.0,7.0,6.0
문래동모아미래도아파트,서울특별시 영등포구 문래동5가 67번지,0,0,1,1,0,0,0,0,영등포구,문래동5가,,0.0529698536468082,0.2973977912759866,0.1299525382609814,0.2972207997685505,,0.4595823513189234,0.236341199162076,0.3040764495190005,121.0,50.0,46.0,144.0,7.0,6.0
문래진주아파트 주택재건축정비사업,서울특별시 영등포구 문래동5가 22번지,0,0,0,0,0,0,0,0,영등포구,문래동5가,,0.0529698536468082,0.2973977912759866,0.1299525382609814,0.2972207997685505,,0.4595823513189234,0.236341199162076,0.3040764495190005,121.0,50.0,46.0,144.0,7.0,6.0
문정래미안아파트,서울특별시 송파구 문정동 1번지,0,0,0,0,1,0,0,0,송파구,문정동,63439.0,0.0524440801399769,0.2316713693469317,0.1460773341320008,0.3715380128942764,32010.0,0.4861918150577944,0.2173070915338956,0.2965010934083099,238.0,83.0,48.0,214.0,7.0,16.0
문정역 마에스트로,서울특별시 송파구 문정동 55-6번지,0,0,0,0,0,0,0,0,송파구,문정동,63439.0,0.0524440801399769,0.2316713693469317,0.1460773341320008,0.3715380128942764,32010.0,0.4861918150577944,0.2173070915338956,0.2965010934083099,238.0,83.0,48.0,214.0,7.0,16.0
문정역 역세권 청년주택,서울특별시 송파구 문정동 55-6번지,0,0,0,0,0,0,0,0,송파구,문정동,63439.0,0.0524440801399769,0.2316713693469317,0.1460773341320008,0.3715380128942764,32010.0,0.4861918150577944,0.2173070915338956,0.2965010934083099,238.0,83.0,48.0,214.0,7.0,16.0
미래빌라 소규모재건축 정비사업,서울특별시 구로구 오류동 68-21번지,0,0,1,1,0,0,0,0,구로구,오류동,42619.0,0.0465520073206785,0.2975668129238133,0.1436213895211056,0.30371430582604,21933.0,0.4863447772762504,0.235626681256554,0.2780285414671955,48.0,32.0,61.0,91.0,11.0,11.0
미랜드퀸아파트,서울특별시 송파구 풍납동 254번지,0,0,0,0,0,0,0,0,송파구,풍납동,34099.0,0.0570397958884424,0.2936449749259509,0.1232000938443942,0.2986011319980058,15683.0,0.3943760760058662,0.2435758464579481,0.3620480775361857,39.0,16.0,40.0,55.0,10.0,4.0
미아10-1구역 재개발 아파트,서울특별시 강북구 미아동 476번지,0,0,0,1,0,0,0,0,강북구,미아동,125075.0,0.0431980811513092,0.3171137317609434,0.1251569058564861,0.2609874075554667,60812.0,0.4423469052160758,0.2408241794382687,0.3168289153456554,38.0,16.0,19.0,30.0,4.0,6.0
미아9-2구역 주택재건축 정비사업,서울특별시 강북구 미아동 137-72번지,0,1,1,1,1,0,0,0,강북구,미아동,125075.0,0.0431980811513092,0.3171137317609434,0.1251569058564861,0.2609874075554667,60812.0,0.4423469052160758,0.2408241794382687,0.3168289153456554,38.0,16.0,19.0,30.0,4.0,6.0
미아뉴타운 두산위브 트레지움,서울특별시 강북구 미아동 653번지,1,1,1,1,1,0,1,0,강북구,미아동,125075.0,0.0431980811513092,0.3171137317609434,0.1251569058564861,0.2609874075554667,60812.0,0.4423469052160758,0.2408241794382687,0.3168289153456554,38.0,16.0,19.0,30.0,4.0,6.0
미아뉴타운제8구역재개발,서울특별시 강북구 미아동 653번지,0,0,1,1,1,0,0,0,강북구,미아동,125075.0,0.0431980811513092,0.3171137317609434,0.1251569058564861,0.2609874075554667,60812.0,0.4423469052160758,0.2408241794382687,0.3168289153456554,38.0,16.0,19.0,30.0,4.0,6.0
미아뉴타운지구 제12구역 주택재개발,서울특별시 강북구 미아동 1265-42번지,1,1,1,1,1,0,1,0,강북구,미아동,125075.0,0.0431980811513092,0.3171137317609434,0.1251569058564861,0.2609874075554667,60812.0,0.4423469052160758,0.2408241794382687,0.3168289153456554,38.0,16.0,19.0,30.0,4.0,6.0
미아동 703외 2필지 도시형생활주택(아파트형주택),서울특별시 강북구 미아동 703번지,0,0,1,0,0,0,0,0,강북구,미아동,125075.0,0.0431980811513092,0.3171137317609434,0.1251569058564861,0.2609874075554667,60812.0,0.4423469052160758,0.2408241794382687,0.3168289153456554,38.0,16.0,19.0,30.0,4.0,6.0
미아동 760-38번지 일원  자율주택정비사업 아파트,서울특별시 강북구 미아동 760-38번지,0,0,0,0,0,0,0,0,강북구,미아동,125075.0,0.0431980811513092,0.3171137317609434,0.1251569058564861,0.2609874075554667,60812.0,0.4423469052160758,0.2408241794382687,0.3168289153456554,38.0,16.0,19.0,30.0,4.0,6.0
미아재정비촉진4구역주택재건축정비사업,서울특별시 강북구 미아동 1261-376번지,0,0,1,1,0,0,0,0,강북구,미아동,125075.0,0.0431980811513092,0.3171137317609434,0.1251569058564861,0.2609874075554667,60812.0,0.4423469052160758,0.2408241794382687,0.3168289153456554,38.0,16.0,19.0,30.0,4.0,6.0
미정,서울특별시 강남구 대치동 951-3번지,0,1,1,1,0,1,0,0,강남구,대치동,79844.0,0.0537422974800861,0.186864385551826,0.1085992685737187,0.2959896798757577,30168.0,0.2778440731901352,0.1774065234685759,0.5447494033412887,249.0,127.0,1240.0,434.0,130.0,30.0
반도유보라,서울특별시 영등포구 당산동4가 1-3번지,0,0,1,1,0,0,0,0,영등포구,당산동4가,,0.0529698536468082,0.2973977912759866,0.1299525382609814,0.2972207997685505,,0.4595823513189234,0.236341199162076,0.3040764495190005,192.0,85.0,86.0,205.0,9.0,20.0
반포 르엘,서울특별시 서초구 잠원동 74-1번지,1,1,1,1,0,0,1,0,서초구,잠원동,50209.0,0.0695293672449162,0.2019956581489374,0.1158358063295425,0.2963014598976279,18907.0,0.2486909610197281,0.1988681440736235,0.5524408949066484,54.0,24.0,69.0,138.0,4.0,15.0
반포 미주 재건축 아파트,서울특별시 서초구 반포동 16-1번지,0,0,1,1,0,0,0,0,서초구,반포동,77882.0,0.0858606609999743,0.1960915230733674,0.1067640789912945,0.3201509976631314,30286.0,0.2948226903519778,0.1910123489401043,0.5141649607079178,182.0,109.0,383.0,338.0,32.0,21.0
반포 센트레빌 아스테리움,서울특별시 서초구 반포동 30-16번지,1,1,1,0,0,1,1,1,서초구,반포동,77882.0,0.0858606609999743,0.1960915230733674,0.1067640789912945,0.3201509976631314,30286.0,0.2948226903519778,0.1910123489401043,0.5141649607079178,182.0,109.0,383.0,338.0,32.0,21.0
반포센트럴자이,서울특별시 서초구 잠원동 74-2번지,1,1,1,1,0,1,1,1,서초구,잠원동,50209.0,0.0695293672449162,0.2019956581489374,0.1158358063295425,0.2963014598976279,18907.0,0.2486909610197281,0.1988681440736235,0.5524408949066484,54.0,24.0,69.0,138.0,4.0,15.0
반포써밋,서울특별시 서초구 반포동 1342번지,1,1,1,1,0,0,1,0,서초구,반포동,77882.0,0.0858606609999743,0.1960915230733674,0.1067640789912945,0.3201509976631314,30286.0,0.2948226903519778,0.1910123489401043,0.5141649607079178,182.0,109.0,383.0,338.0,32.0,21.0
반포아파트 (제3주구),서울특별시 서초구 반포동 1109번지,1,1,1,1,0,1,1,0,서초구,반포동,77882.0,0.0858606609999743,0.1960915230733674,0.1067640789912945,0.3201509976631314,30286.0,0.2948226903519778,0.1910123489401043,0.5141649607079178,182.0,109.0,383.0,338.0,32.0,21.0
반포자이,서울특별시 서초구 반포동 20-43번지,1,0,1,1,1,0,1,0,서초구,반포동,77882.0,0.0858606609999743,0.1960915230733674,0.1067640789912945,0.3201509976631314,30286.0,0.2948226903519778,0.1910123489401043,0.5141649607079178,182.0,109.0,383.0,338.0,32.0,21.0
발산역 역세권청년주택,서울특별시 강서구 내발산동 647-1번지,0,0,0,0,0,0,0,0,강서구,내발산동,44212.0,0.061272957568081,0.2298018637473989,0.1190400796163937,0.2850809734913598,17154.0,0.2532353969919552,0.2428588084411799,0.5039057945668649,133.2,69.6,106.4,152.0,13.7,20.7
발쿠치네하우스,서울특별시 강서구 공항동 60-8번지,0,0,0,0,1,0,0,0,강서구,공항동,17168.0,0.0332595526561043,0.2910647716682199,0.1517357875116495,0.3171598322460391,9979.0,0.5808197214149714,0.2165547650065137,0.2026255135785148,46.0,24.0,60.0,69.0,2.0,2.0
밤섬 리베뉴Ⅰ,서울특별시 마포구 상수동 402번지,0,1,1,1,0,0,0,0,마포구,상수동,7348.0,0.054028307022319,0.200870985302123,0.2272727272727272,0.3326075122482308,4094.0,0.5806057645334636,0.1858817782120176,0.2335124572545188,94.0,27.9,55.7,84.9,4.9,5.1
밤섬 리베뉴Ⅱ,서울특별시 마포구 상수동 398번지,1,1,1,1,0,0,1,0,마포구,상수동,7348.0,0.054028307022319,0.200870985302123,0.2272727272727272,0.3326075122482308,4094.0,0.5806057645334636,0.1858817782120176,0.2335124572545188,94.0,27.9,55.7,84.9,4.9,5.1
밤섬 예가 클래식,서울특별시 마포구 현석동 118번지,0,0,1,0,0,0,0,0,마포구,현석동,4994.0,0.0744893872647176,0.2056467761313576,0.1137364837805366,0.3342010412494994,2096.0,0.2958015267175573,0.2700381679389313,0.4341603053435114,94.0,27.9,55.7,84.9,4.9,5.1
밤섬경남아너스빌,서울특별시 마포구 신수동 325번지,0,1,1,1,0,0,0,0,마포구,신수동,15320.0,0.0579634464751958,0.2253916449086161,0.1817885117493472,0.2913185378590078,7470.0,0.4684069611780455,0.2024096385542168,0.3291834002677376,47.0,16.0,33.0,56.0,6.0,0.0
방배 e-편한세상,서울특별시 서초구 방배동 884-2번지,0,0,0,0,1,0,0,0,서초구,방배동,92677.0,0.0552887987310767,0.2554787056119641,0.1212814398394423,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448,197.0,106.0,161.0,336.0,13.0,16.0
방배 서리풀 그랑블,서울특별시 서초구 방배동 3279번지,0,0,0,0,0,0,0,0,서초구,방배동,92677.0,0.0552887987310767,0.2554787056119641,0.1212814398394423,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448,197.0,106.0,161.0,336.0,13.0,16.0
방배 신동아 럭스빌 아파트,서울특별시 서초구 방배동 1026-14번지,0,0,0,0,1,0,0,0,서초구,방배동,92677.0,0.0552887987310767,0.2554787056119641,0.1212814398394423,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448,197.0,106.0,161.0,336.0,13.0,16.0
방배 어울림,서울특별시 서초구 방배동 998번지,0,0,1,0,0,0,0,0,서초구,방배동,92677.0,0.0552887987310767,0.2554787056119641,0.1212814398394423,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448,197.0,106.0,161.0,336.0,13.0,16.0
방배 제14주택재건축정비사업조합,서울특별시 서초구 방배동 975-35번지,1,1,1,1,0,0,1,0,서초구,방배동,92677.0,0.0552887987310767,0.2554787056119641,0.1212814398394423,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448,197.0,106.0,161.0,336.0,13.0,16.0
방배 청광아트빌 14차,서울특별시 서초구 방배동 482-4번지,0,0,0,0,1,0,0,0,서초구,방배동,92677.0,0.0552887987310767,0.2554787056119641,0.1212814398394423,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448,197.0,106.0,161.0,336.0,13.0,16.0
방배2차e-편한세상,서울특별시 서초구 방배동 881-1번지,0,0,0,0,1,0,0,0,서초구,방배동,92677.0,0.0552887987310767,0.2554787056119641,0.1212814398394423,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448,197.0,106.0,161.0,336.0,13.0,16.0
방배7구역 주택재건축정비사업,서울특별시 서초구 방배동 891-3번지,1,1,1,1,1,1,1,0,서초구,방배동,92677.0,0.0552887987310767,0.2554787056119641,0.1212814398394423,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448,197.0,106.0,161.0,336.0,13.0,16.0
방배그랑자이,서울특별시 서초구 방배동 1028-1번지,0,0,1,1,0,0,0,0,서초구,방배동,92677.0,0.0552887987310767,0.2554787056119641,0.1212814398394423,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448,197.0,106.0,161.0,336.0,13.0,16.0
방배동 롯데캐슬 로제,서울특별시 서초구 방배동 849-30번지,0,0,1,1,0,0,0,0,서초구,방배동,92677.0,0.0552887987310767,0.2554787056119641,0.1212814398394423,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448,197.0,106.0,161.0,336.0,13.0,16.0
방배동 현대 에레츠아파트,서울특별시 서초구 방배동 88-2번지,0,0,1,1,0,0,0,0,서초구,방배동,92677.0,0.0552887987310767,0.2554787056119641,0.1212814398394423,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448,197.0,106.0,161.0,336.0,13.0,16.0
방배삼익아파트 주택재건축 정비사업,서울특별시 서초구 방배동 1018-1번지,1,1,1,1,0,0,1,0,서초구,방배동,92677.0,0.0552887987310767,0.2554787056119641,0.1212814398394423,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448,197.0,106.0,161.0,336.0,13.0,16.0
방배신동아아파트,서울특별시 서초구 방배동 988-1번지,1,1,1,1,1,1,1,1,서초구,방배동,92677.0,0.0552887987310767,0.2554787056119641,0.1212814398394423,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448,197.0,106.0,161.0,336.0,13.0,16.0
방배중앙 센트레빌,서울특별시 서초구 방배동 777-12번지,0,0,0,0,0,0,0,0,서초구,방배동,92677.0,0.0552887987310767,0.2554787056119641,0.1212814398394423,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448,197.0,106.0,161.0,336.0,13.0,16.0
방이동 56번지 공동주택,서울특별시 송파구 방이동 56번지,1,1,1,1,1,0,1,0,송파구,방이동,58174.0,0.0473063567916938,0.2404510606112696,0.1497232440609207,0.330456905146629,27932.0,0.4608692539023342,0.2037806100529858,0.3353501360446799,117.0,96.0,190.0,178.0,19.0,37.0
방이동 공동주택,서울특별시 송파구 방이동 178-21번지,0,0,0,0,0,0,0,0,송파구,방이동,58174.0,0.0473063567916938,0.2404510606112696,0.1497232440609207,0.330456905146629,27932.0,0.4608692539023342,0.2037806100529858,0.3353501360446799,117.0,96.0,190.0,178.0,19.0,37.0
방학동삼성래미안,서울특별시 도봉구 방학동 720-18번지,0,0,0,0,1,0,0,0,도봉구,방학동,70755.0,0.0420747650342731,0.3470850116599533,0.1117235531057875,0.2403646385414458,31916.0,0.3689058779295651,0.2638801854869031,0.3672139365835318,77.0,65.0,86.0,99.0,8.0,16.0
방화 스카이 포레,서울특별시 강서구 방화동 850번지,1,1,1,1,0,0,1,0,강서구,방화동,60833.0,0.0443509279502901,0.3334867588315552,0.1101540282412506,0.3013167195436687,31300.0,0.4803833865814697,0.2459424920127795,0.2736741214057508,135.0,60.0,112.0,162.0,16.0,19.0
방화동 168-50(차고지부지) 공공주택 설계용역,서울특별시 강서구 마곡동 1410번지,0,0,0,0,1,0,0,0,강서구,마곡동,60660.0,0.0807286515001648,0.1609297725024728,0.159347181008902,0.3641608968018464,28873.0,0.4857825650261489,0.1676652928341357,0.3465521421397153,133.2,69.6,106.4,152.0,13.7,20.7
방화동 공항시장 정비사업 복합시설 신축공사,서울특별시 강서구 방화동 620-100번지,1,0,1,1,0,0,1,0,강서구,방화동,60833.0,0.0443509279502901,0.3334867588315552,0.1101540282412506,0.3013167195436687,31300.0,0.4803833865814697,0.2459424920127795,0.2736741214057508,135.0,60.0,112.0,162.0,16.0,19.0
방화동 동일스위트2차,서울특별시 강서구 방화동 895번지,0,0,1,0,0,0,0,0,강서구,방화동,60833.0,0.0443509279502901,0.3334867588315552,0.1101540282412506,0.3013167195436687,31300.0,0.4803833865814697,0.2459424920127795,0.2736741214057508,135.0,60.0,112.0,162.0,16.0,19.0
방화동 행복주택 및 주민센터,서울특별시 강서구 방화동 850번지,1,1,1,1,0,0,1,0,강서구,방화동,60833.0,0.0443509279502901,0.3334867588315552,0.1101540282412506,0.3013167195436687,31300.0,0.4803833865814697,0.2459424920127795,0.2736741214057508,135.0,60.0,112.0,162.0,16.0,19.0
