건물명,대지위치,운동시설,교육_학습시설,키즈시설,시니어시설,공유오피스_회의,라운지_휴게,사우나_목욕,편의_생활시설,구,동,총인구수,ratio_child,ratio_elderly,ratio_young,ratio_middle,전체세대,ratio_1person,ratio_2person,ratio_3plus
방배 청광아트빌 14차,서울특별시 서초구 방배동 482-4번지,0,0,0,0,1,0,0,0,서초구,방배동,92677.0,0.05528879873107675,0.2554787056119641,0.12128143983944237,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448
방배2차e-편한세상,서울특별시 서초구 방배동 881-1번지,0,0,0,0,1,0,0,0,서초구,방배동,92677.0,0.05528879873107675,0.2554787056119641,0.12128143983944237,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448
방배7구역 주택재건축정비사업,서울특별시 서초구 방배동 891-3번지,1,1,1,1,1,1,1,0,서초구,방배동,92677.0,0.05528879873107675,0.2554787056119641,0.12128143983944237,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448
방배그랑자이,서울특별시 서초구 방배동 1028-1번지,0,0,1,1,0,0,0,0,서초구,방배동,92677.0,0.05528879873107675,0.2554787056119641,0.12128143983944237,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448
방배동 롯데캐슬 로제,서울특별시 서초구 방배동 849-30번지,0,0,1,1,0,0,0,0,서초구,방배동,92677.0,0.05528879873107675,0.2554787056119641,0.12128143983944237,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448
방배동 현대 에레츠아파트,서울특별시 서초구 방배동 88-2번지,0,0,1,1,0,0,0,0,서초구,방배동,92677.0,0.05528879873107675,0.2554787056119641,0.12128143983944237,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448
방배삼익아파트 주택재건축 정비사업,서울특별시 서초구 방배동 1018-1번지,1,1,1,1,0,0,1,0,서초구,방배동,92677.0,0.05528879873107675,0.2554787056119641,0.12128143983944237,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448
방배신동아아파트,서울특별시 서초구 방배동 988-1번지,1,1,1,1,1,1,1,1,서초구,방배동,92677.0,0.05528879873107675,0.2554787056119641,0.12128143983944237,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448
방배중앙 센트레빌,서울특별시 서초구 방배동 777-12번지,0,0,0,0,0,0,0,0,서초구,방배동,92677.0,0.05528879873107675,0.2554787056119641,0.12128143983944237,0.2988659537965191,39045.0,0.3370726085286208,0.2357792290946344,0.4271481623767448
방이동 56번지 공동주택,서울특별시 송파구 방이동 56번지,1,1,1,1,1,0,1,0,송파구,방이동,58174.0,0.047306356791693885,0.24045106061126964,0.1497232440609207,0.33045690514662907,27932.0,0.46086925390233424,0.2037806100529858,0.33535013604467995
방이동 공동주택,서울특별시 송파구 방이동 178-21번지,0,0,0,0,0,0,0,0,송파구,방이동,58174.0,0.047306356791693885,0.24045106061126964,0.1497232440609207,0.33045690514662907,27932.0,0.46086925390233424,0.2037806100529858,0.33535013604467995
방학동삼성래미안,서울특별시 도봉구 방학동 720-18번지,0,0,0,0,1,0,0,0,도봉구,방학동,70755.0,0.042074765034273195,0.34708501165995337,0.11172355310578758,0.24036463854144582,31916.0,0.3689058779295651,0.2638801854869031,0.3672139365835318
방화 스카이 포레,서울특별시 강서구 방화동 850번지,1,1,1,1,0,0,1,0,강서구,방화동,60833.0,0.04435092795029014,0.33348675883155526,0.11015402824125063,0.30131671954366873,31300.0,0.4803833865814697,0.24594249201277954,0.2736741214057508
방화동 168-50(차고지부지) 공공주택 설계용역,서울특별시 강서구 마곡동 1410번지,0,0,0,0,1,0,0,0,강서구,마곡동,60660.0,0.08072865150016485,0.1609297725024728,0.15934718100890208,0.3641608968018464,28873.0,0.48578256502614897,0.1676652928341357,0.3465521421397153
방화동 공항시장 정비사업 복합시설 신축공사,서울특별시 강서구 방화동 620-100번지,1,0,1,1,0,0,1,0,강서구,방화동,60833.0,0.04435092795029014,0.33348675883155526,0.11015402824125063,0.30131671954366873,31300.0,0.4803833865814697,0.24594249201277954,0.2736741214057508
방화동 동일스위트2차,서울특별시 강서구 방화동 895번지,0,0,1,0,0,0,0,0,강서구,방화동,60833.0,0.04435092795029014,0.33348675883155526,0.11015402824125063,0.30131671954366873,31300.0,0.4803833865814697,0.24594249201277954,0.2736741214057508
방화동 행복주택 및 주민센터,서울특별시 강서구 방화동 850번지,1,1,1,1,0,0,1,0,강서구,방화동,60833.0,0.04435092795029014,0.33348675883155526,0.11015402824125063,0.30131671954366873,31300.0,0.4803833865814697,0.24594249201277954,0.2736741214057508
백년빌,서울특별시 서초구 서초동 1431-2번지,0,0,0,0,0,0,0,0,서초구,서초동,104990.0,0.06323459377083532,0.2129345651966854,0.13596533003143157,0.32726926373940374,46673.0,0.4094658582049579,0.1912883251558717,0.3992458166391704
백련산 SK VIEW IPARK,서울특별시 은평구 응암동 767번지,0,0,1,1,0,0,0,0,은평구,응암동,81966.0,0.06290413098113852,0.2693311861015543,0.11719493448503038,0.31538686772564234,38604.0,0.4129105792145892,0.24634752875349705,0.3407418920319138
백련산 힐스테이트 3차,서울특별시 은평구 응암동 663번지,1,1,1,1,0,0,1,0,은평구,응암동,81966.0,0.06290413098113852,0.2693311861015543,0.11719493448503038,0.31538686772564234,38604.0,0.4129105792145892,0.24634752875349705,0.3407418920319138
백련산파크자이,서울특별시 은평구 응암동 626-108번지,0,0,0,0,0,0,0,0,은평구,응암동,81966.0,0.06290413098113852,0.2693311861015543,0.11719493448503038,0.31538686772564234,38604.0,0.4129105792145892,0.24634752875349705,0.3407418920319138
백련산해모로,서울특별시 은평구 응암동 768번지,1,1,1,1,0,0,1,0,은평구,응암동,81966.0,0.06290413098113852,0.2693311861015543,0.11719493448503038,0.31538686772564234,38604.0,0.4129105792145892,0.24634752875349705,0.3407418920319138
백련산힐스테이트2차,서울특별시 은평구 응암동 611번지,1,0,1,1,0,1,1,0,은평구,응암동,81966.0,0.06290413098113852,0.2693311861015543,0.11719493448503038,0.31538686772564234,38604.0,0.4129105792145892,0.24634752875349705,0.3407418920319138
번동주공5단지아파트,서울특별시 강북구 번동 229번지,1,0,0,0,0,0,1,0,강북구,번동,46521.0,0.031190215171642915,0.36890866490402185,0.1267599578684895,0.24728617183637497,24702.0,0.4919439721480042,0.25977653631284914,0.24827949153914664
번동주공영구임대아파트2단지,서울특별시 강북구 번동 241번지,0,0,0,0,0,0,0,0,강북구,번동,46521.0,0.031190215171642915,0.36890866490402185,0.1267599578684895,0.24728617183637497,24702.0,0.4919439721480042,0.25977653631284914,0.24827949153914664
베르디움 STAY1,서울특별시 은평구 대조동 241번지,1,1,1,1,1,0,1,0,은평구,대조동,27059.0,0.030415019032484572,0.2777264496101112,0.17872057356147678,0.3163827192431354,15533.0,0.5633811884375202,0.23305221142084595,0.20356660014163394
벽산아파트,서울특별시 금천구 시흥동 92-2번지,0,0,0,0,1,0,0,0,금천구,시흥동,97978.0,0.0409275551654453,0.3422196819694217,0.11451550348037315,0.25746596174651454,47161.0,0.42170437437713365,0.2614660418566188,0.31682958376624754
보라매 e편한세상,서울특별시 동작구 신대방동 720번지,0,0,0,1,0,0,0,0,동작구,신대방동,44701.0,0.05610612737970068,0.24701908234715106,0.1508243663452719,0.303505514418022,21108.0,0.4453761606973659,0.20935190449118818,0.3452719348114459
보라매 센트럴타운,서울특별시 동작구 대방동 385-16번지,0,0,0,0,0,0,0,0,동작구,대방동,34785.0,0.04122466580422596,0.23536006899525658,0.16515739542906424,0.29535719419289924,16526.0,0.46199927387147527,0.1941788696599298,0.3438218564685949
보라매자이 더 포레스트,서울특별시 동작구 신대방동 724번지,0,0,1,1,0,0,0,0,동작구,신대방동,44701.0,0.05610612737970068,0.24701908234715106,0.1508243663452719,0.303505514418022,21108.0,0.4453761606973659,0.20935190449118818,0.3452719348114459
보람 더하임,서울특별시 강서구 염창동 305번지,0,0,0,0,1,0,0,0,강서구,염창동,40921.0,0.07927470003176854,0.18777644730089685,0.12345739351433249,0.3529239265902593,16650.0,0.3067867867867868,0.21435435435435435,0.47885885885885887
보람아파트,서울특별시 강서구 염창동 271-4번지,0,0,0,0,0,0,0,0,강서구,염창동,40921.0,0.07927470003176854,0.18777644730089685,0.12345739351433249,0.3529239265902593,16650.0,0.3067867867867868,0.21435435435435435,0.47885885885885887
보문아이파크아파트,서울특별시 성북구 보문동3가 2번지,0,0,0,0,1,0,0,0,성북구,보문동3가,,0.054664959485481245,0.2836057403285708,0.13338043750549827,0.27627748755269893,,0.38514984763129595,0.24163829778882556,0.3732118545798785
보문제5구역,서울특별시 성북구 보문동1가 196-11번지,1,0,1,1,1,0,1,1,성북구,보문동1가,,0.054664959485481245,0.2836057403285708,0.13338043750549827,0.27627748755269893,,0.38514984763129595,0.24163829778882556,0.3732118545798785
봉천 제4-1-2구역 주택재개발 아파트,서울특별시 관악구 봉천동 산101번지,1,1,1,1,0,1,1,0,관악구,봉천동,218346.0,0.03638720196385553,0.24119974719023934,0.22233061288047412,0.31205975836516353,127594.0,0.6105381130774175,0.1829474740191545,0.20651441290342806
봉천1-1 주택재건축 정비사업 신축공사,서울특별시 관악구 봉천동 728-57번지,1,1,1,1,1,1,1,1,관악구,봉천동,218346.0,0.03638720196385553,0.24119974719023934,0.22233061288047412,0.31205975836516353,127594.0,0.6105381130774175,0.1829474740191545,0.20651441290342806
봉천동 LH매입형 임대주택,서울특별시 관악구 봉천동 948-18번지,0,0,0,0,0,0,0,1,관악구,봉천동,218346.0,0.03638720196385553,0.24119974719023934,0.22233061288047412,0.31205975836516353,127594.0,0.6105381130774175,0.1829474740191545,0.20651441290342806
봉천동649-189 가로주택정비사업,서울특별시 관악구 봉천동 649-189번지,0,0,0,0,0,0,0,0,관악구,봉천동,218346.0,0.03638720196385553,0.24119974719023934,0.22233061288047412,0.31205975836516353,127594.0,0.6105381130774175,0.1829474740191545,0.20651441290342806
봉천제14구역 재개발정비사업,서울특별시 관악구 봉천동 4-51번지,1,1,1,1,0,0,1,0,관악구,봉천동,218346.0,0.03638720196385553,0.24119974719023934,0.22233061288047412,0.31205975836516353,127594.0,0.6105381130774175,0.1829474740191545,0.20651441290342806
북아현1-1재정비촉진구역주택재개발아파트,서울특별시 서대문구 북아현동 1-954번지,0,1,1,1,1,0,0,0,서대문구,북아현동,27110.0,0.07211361121357433,0.2481741054961269,0.1267797860568056,0.31814828476576906,12552.0,0.40009560229445507,0.23526131293817718,0.36464308476736773
북아현1-2구역주택재개발아파트,서울특별시 서대문구 북아현동 174번지,1,1,1,1,0,0,1,0,서대문구,북아현동,27110.0,0.07211361121357433,0.2481741054961269,0.1267797860568056,0.31814828476576906,12552.0,0.40009560229445507,0.23526131293817718,0.36464308476736773
북아현2 재정비촉진구역 주태재개발정비사업 공동주택 신축공사,서울특별시 서대문구 북아현동 520번지,1,1,1,1,0,0,1,0,서대문구,북아현동,27110.0,0.07211361121357433,0.2481741054961269,0.1267797860568056,0.31814828476576906,12552.0,0.40009560229445507,0.23526131293817718,0.36464308476736773
북한강 아파트,서울특별시 용산구 이촌동 422번지,0,0,0,0,1,0,0,0,용산구,이촌동,32150.0,0.07657853810264385,0.2663763608087092,0.10096423017107309,0.29157076205287713,12662.0,0.2442742062865266,0.2597535934291581,0.49597220028431527
북한산 두산위브 2차,서울특별시 서대문구 홍은동 13-25번지,0,0,1,1,0,0,0,0,서대문구,홍은동,49810.0,0.05189720939570367,0.2996988556514756,0.12917084922706284,0.2758482232483437,22693.0,0.3833340677742035,0.2501211827435773,0.3665447494822192
북한산 래미안,서울특별시 은평구 불광동 1-200번지,1,0,1,1,0,1,1,0,은평구,불광동,63420.0,0.037590665405234945,0.32890255439924315,0.13106275622831914,0.2750709555345317,32107.0,0.45778179213255676,0.2547419565826767,0.28747625128476656
북한산 코오롱 하늘채,서울특별시 도봉구 쌍문동 414번지,0,0,1,1,0,1,0,0,도봉구,쌍문동,71803.0,0.04187847304430177,0.3291227386042366,0.12374134785454646,0.2606019247106667,33260.0,0.3839747444377631,0.26557426337943474,0.3504509921828022
북한산 힐스테이트 7차,서울특별시 은평구 불광동 292번지,1,0,1,1,0,0,1,0,은평구,불광동,63420.0,0.037590665405234945,0.32890255439924315,0.13106275622831914,0.2750709555345317,32107.0,0.45778179213255676,0.2547419565826767,0.28747625128476656
북한산힐스테이트1차아파트,서울특별시 은평구 불광동 635번지,0,0,0,0,1,0,0,0,은평구,불광동,63420.0,0.037590665405234945,0.32890255439924315,0.13106275622831914,0.2750709555345317,32107.0,0.45778179213255676,0.2547419565826767,0.28747625128476656
"분양(101동~110동,201동):래미안 라센트",서울특별시 성북구 종암동 100-56번지,0,0,1,1,0,0,0,0,성북구,종암동,36877.0,0.0522005586137701,0.27854760419773844,0.14144317596333758,0.27003281177970007,16929.0,0.4056943706066513,0.2288380884872113,0.3654675409061374
불광 롯데캐슬,서울특별시 은평구 불광동 550-1번지,0,1,1,1,0,1,0,0,은평구,불광동,63420.0,0.037590665405234945,0.32890255439924315,0.13106275622831914,0.2750709555345317,32107.0,0.45778179213255676,0.2547419565826767,0.28747625128476656
불광제5 주택재개발 정비사업,서울특별시 은평구 불광동 238번지,0,0,0,1,1,0,0,0,은평구,불광동,63420.0,0.037590665405234945,0.32890255439924315,0.13106275622831914,0.2750709555345317,32107.0,0.45778179213255676,0.2547419565826767,0.28747625128476656
브라운스톤 당산,서울특별시 영등포구 당산동4가 98번지,0,0,0,1,0,0,0,0,영등포구,당산동4가,,0.05296985364680829,0.2973977912759866,0.12995253826098144,0.29722079976855054,,0.45958235131892344,0.23634119916207605,0.3040764495190005
브라운스톤 상도,서울특별시 동작구 상도동 527번지,0,0,0,0,1,0,0,0,동작구,상도동,113277.0,0.04933040246475454,0.26807736786814623,0.16423457542131237,0.29475533426909256,55832.0,0.461258776328987,0.2232411520275111,0.3155000716435019
브라운스톤 태릉 아파트,서울특별시 중랑구 묵동 387번지,0,0,0,0,1,0,0,0,중랑구,묵동,51033.0,0.04538239962377285,0.29439774263711715,0.13211059510512804,0.28605020280994653,24094.0,0.4155806424836059,0.2518884369552586,0.33253092056113553
브라이튼 N40,서울특별시 강남구 논현동 40번지,0,0,0,0,0,0,0,0,강남구,논현동,39937.0,0.03252622881037634,0.21223426897363348,0.16350752435085258,0.401181861431755,24677.0,0.6405965068687441,0.17510232200024314,0.1843011711310127
브라이튼 여의도,서울특별시 영등포구 여의도동 31번지,1,1,1,1,0,0,1,0,영등포구,여의도동,33397.0,0.06817977662664311,0.27011408210318294,0.1065365152558613,0.3096685331017756,14151.0,0.3230867076531694,0.24492968694791886,0.43198360539891173
비스타동원,서울특별시 영등포구 신길동 3608번지,1,0,1,0,0,0,1,0,영등포구,신길동,100894.0,0.05698059349416219,0.2831090054909113,0.13449759153170654,0.3062620175629869,50517.0,0.4741770097195004,0.2265771918364115,0.2992457984440881
사당 롯데캐슬 골든포레,서울특별시 동작구 사당동 181번지,1,1,1,1,0,0,1,0,동작구,사당동,95098.0,0.048833834570653434,0.2822561988685356,0.1534627436959768,0.3189972449473175,48775.0,0.4852485904664275,0.23034341363403382,0.2844079958995387
사당 영아재건축아파트,서울특별시 동작구 사당동 1131번지,0,0,0,0,1,0,0,0,동작구,사당동,95098.0,0.048833834570653434,0.2822561988685356,0.1534627436959768,0.3189972449473175,48775.0,0.4852485904664275,0.23034341363403382,0.2844079958995387
사당 유니드,서울특별시 동작구 사당동 산11-4번지,0,0,1,1,1,0,0,0,동작구,사당동,95098.0,0.048833834570653434,0.2822561988685356,0.1534627436959768,0.3189972449473175,48775.0,0.4852485904664275,0.23034341363403382,0.2844079958995387
사당 휴브리지 빌딩,서울특별시 동작구 사당동 206-127번지,0,0,0,0,0,0,0,0,동작구,사당동,95098.0,0.048833834570653434,0.2822561988685356,0.1534627436959768,0.3189972449473175,48775.0,0.4852485904664275,0.23034341363403382,0.2844079958995387
사당3동 155-4번지 일원 공동주택,서울특별시 동작구 사당동 155-4번지,1,0,1,1,0,1,1,0,동작구,사당동,95098.0,0.048833834570653434,0.2822561988685356,0.1534627436959768,0.3189972449473175,48775.0,0.4852485904664275,0.23034341363403382,0.2844079958995387
