단지키,구,법정동,대표단지명,대표대지위치,주소수,원건물명수,시설행수,분류시설행수,주소예시,원건물명예시,법정동_key,행정동_매칭키,상권_매칭방식,인구_직접매칭,세대_직접매칭,상권_법정동매칭,상권_행정동매칭,운동시설,교육_학습시설,키즈시설,시니어시설,공유오피스_회의,라운지_휴게,사우나_목욕,편의_생활시설,ratio_child,ratio_elderly,ratio_young,ratio_middle,ratio_1person,ratio_2person,ratio_3plus,카페수,헬스장수,학원수,기타학원수,독서실수,사우나수,원본상권총업소수,카페수_log,헬스장수_log,학원수_log,기타학원수_log,독서실수_log,사우나수_log,원본상권총업소수_log,구_단지수,생활권역_동남권,생활권역_동북권,생활권역_서남권,생활권역_서북권
관악구 | 봉천동 | 관악파크 푸르지오,관악구,봉천동,관악파크 푸르지오,서울특별시 관악구 봉천동 100-2번지,1,3,12,9,서울특별시 관악구 봉천동 100-2번지,관악파크 푸르지오 / 까치산공원아파트 / 까치산공원 주택재건축아파트,봉천동,봉천,법정동직접,1,1,1,0,0,1,1,1,1,0,0,0,0.03638720196385553,0.24129592481657552,0.22233061288047412,0.31205975836516353,0.6105381130774175,0.1829474740191545,0.20651441290342806,351,97,305,456,76,8,8572,5.863631175598097,4.584967478670572,5.723585101952381,6.124683390894205,4.343805421853684,2.1972245773362196,9.056373008678756,24,0,0,1,0
관악구 | 봉천동 | 봉천 제4-1-2구역 주택재개발 아파트,관악구,봉천동,봉천 제4-1-2구역 주택재개발 아파트,서울특별시 관악구 봉천동 산101번지,1,2,9,8,서울특별시 관악구 봉천동 산101번지,관악드림타운 / 봉천 제4-1-2구역 주택재개발 아파트,봉천동,봉천,법정동직접,1,1,1,0,1,1,1,1,1,0,1,0,0.03638720196385553,0.24129592481657552,0.22233061288047412,0.31205975836516353,0.6105381130774175,0.1829474740191545,0.20651441290342806,351,97,305,456,76,8,8572,5.863631175598097,4.584967478670572,5.723585101952381,6.124683390894205,4.343805421853684,2.1972245773362196,9.056373008678756,24,0,0,1,0
관악구 | 봉천동 | 봉천1-1 주택재건축 정비사업 신축공사,관악구,봉천동,봉천1-1 주택재건축 정비사업 신축공사,서울특별시 관악구 봉천동 728-57번지,1,1,14,11,서울특별시 관악구 봉천동 728-57번지,봉천1-1 주택재건축 정비사업 신축공사,봉천동,봉천,법정동직접,1,1,1,0,1,1,1,1,1,1,1,1,0.03638720196385553,0.24129592481657552,0.22233061288047412,0.31205975836516353,0.6105381130774175,0.1829474740191545,0.20651441290342806,351,97,305,456,76,8,8572,5.863631175598097,4.584967478670572,5.723585101952381,6.124683390894205,4.343805421853684,2.1972245773362196,9.056373008678756,24,0,0,1,0
관악구 | 봉천동 | 봉천동 LH매입형 임대주택,관악구,봉천동,봉천동 LH매입형 임대주택,서울특별시 관악구 봉천동 948-18번지,1,1,2,1,서울특별시 관악구 봉천동 948-18번지,봉천동 LH매입형 임대주택,봉천동,봉천,법정동직접,1,1,1,0,0,0,0,0,0,0,0,1,0.03638720196385553,0.24129592481657552,0.22233061288047412,0.31205975836516353,0.6105381130774175,0.1829474740191545,0.20651441290342806,351,97,305,456,76,8,8572,5.863631175598097,4.584967478670572,5.723585101952381,6.124683390894205,4.343805421853684,2.1972245773362196,9.056373008678756,24,0,0,1,0
관악구 | 봉천동 | 봉천동649-189 가로주택정비사업,관악구,봉천동,봉천동649-189 가로주택정비사업,서울특별시 관악구 봉천동 649-189번지,1,1,1,0,서울특별시 관악구 봉천동 649-189번지,봉천동649-189 가로주택정비사업,봉천동,봉천,법정동직접,1,1,1,0,0,0,0,0,0,0,0,0,0.03638720196385553,0.24129592481657552,0.22233061288047412,0.31205975836516353,0.6105381130774175,0.1829474740191545,0.20651441290342806,351,97,305,456,76,8,8572,5.863631175598097,4.584967478670572,5.723585101952381,6.124683390894205,4.343805421853684,2.1972245773362196,9.056373008678756,24,0,0,1,0
관악구 | 봉천동 | 봉천제14구역 재개발정비사업,관악구,봉천동,봉천제14구역 재개발정비사업,서울특별시 관악구 봉천동 4-51번지,1,1,8,7,서울특별시 관악구 봉천동 4-51번지,봉천제14구역 재개발정비사업,봉천동,봉천,법정동직접,1,1,1,0,1,1,1,1,0,0,1,0,0.03638720196385553,0.24129592481657552,0.22233061288047412,0.31205975836516353,0.6105381130774175,0.1829474740191545,0.20651441290342806,351,97,305,456,76,8,8572,5.863631175598097,4.584967478670572,5.723585101952381,6.124683390894205,4.343805421853684,2.1972245773362196,9.056373008678756,24,0,0,1,0
관악구 | 봉천동 | 서울대입구역 더하이브 센트럴,관악구,봉천동,서울대입구역 더하이브 센트럴,서울특별시 관악구 봉천동 37-83번지,1,1,1,1,서울특별시 관악구 봉천동 37-83번지,서울대입구역 더하이브 센트럴,봉천동,봉천,법정동직접,1,1,1,0,0,0,1,0,0,0,0,0,0.03638720196385553,0.24129592481657552,0.22233061288047412,0.31205975836516353,0.6105381130774175,0.1829474740191545,0.20651441290342806,351,97,305,456,76,8,8572,5.863631175598097,4.584967478670572,5.723585101952381,6.124683390894205,4.343805421853684,2.1972245773362196,9.056373008678756,24,0,0,1,0
관악구 | 봉천동 | 서울특별시 관악구 봉천동 1706-1번지,관악구,봉천동,,서울특별시 관악구 봉천동 1706-1번지,1,1,1,0,서울특별시 관악구 봉천동 1706-1번지,,봉천동,봉천,법정동직접,1,1,1,0,0,0,0,0,0,0,0,0,0.03638720196385553,0.24129592481657552,0.22233061288047412,0.31205975836516353,0.6105381130774175,0.1829474740191545,0.20651441290342806,351,97,305,456,76,8,8572,5.863631175598097,4.584967478670572,5.723585101952381,6.124683390894205,4.343805421853684,2.1972245773362196,9.056373008678756,24,0,0,1,0
관악구 | 봉천동 | 서울특별시 관악구 봉천동 1708번지,관악구,봉천동,,서울특별시 관악구 봉천동 1708번지,1,1,1,0,서울특별시 관악구 봉천동 1708번지,,봉천동,봉천,법정동직접,1,1,1,0,0,0,0,0,0,0,0,0,0.03638720196385553,0.24129592481657552,0.22233061288047412,0.31205975836516353,0.6105381130774175,0.1829474740191545,0.20651441290342806,351,97,305,456,76,8,8572,5.863631175598097,4.584967478670572,5.723585101952381,6.124683390894205,4.343805421853684,2.1972245773362196,9.056373008678756,24,0,0,1,0
관악구 | 봉천동 | 서울특별시 관악구 봉천동 180-255번지,관악구,봉천동,LH아파트,서울특별시 관악구 봉천동 180-255번지,1,1,1,0,서울특별시 관악구 봉천동 180-255번지,LH아파트,봉천동,봉천,법정동직접,1,1,1,0,0,0,0,0,0,0,0,0,0.03638720196385553,0.24129592481657552,0.22233061288047412,0.31205975836516353,0.6105381130774175,0.1829474740191545,0.20651441290342806,351,97,305,456,76,8,8572,5.863631175598097,4.584967478670572,5.723585101952381,6.124683390894205,4.343805421853684,2.1972245773362196,9.056373008678756,24,0,0,1,0
관악구 | 봉천동 | 서울특별시 관악구 봉천동 180-311번지,관악구,봉천동,LH아파트,서울특별시 관악구 봉천동 180-311번지,1,1,3,0,서울특별시 관악구 봉천동 180-311번지,LH아파트,봉천동,봉천,법정동직접,1,1,1,0,0,0,0,0,0,0,0,0,0.03638720196385553,0.24129592481657552,0.22233061288047412,0.31205975836516353,0.6105381130774175,0.1829474740191545,0.20651441290342806,351,97,305,456,76,8,8572,5.863631175598097,4.584967478670572,5.723585101952381,6.124683390894205,4.343805421853684,2.1972245773362196,9.056373008678756,24,0,0,1,0
관악구 | 봉천동 | 서울특별시 관악구 봉천동 180-5번지,관악구,봉천동,LH아파트,서울특별시 관악구 봉천동 180-5번지,1,1,1,0,서울특별시 관악구 봉천동 180-5번지,LH아파트,봉천동,봉천,법정동직접,1,1,1,0,0,0,0,0,0,0,0,0,0.03638720196385553,0.24129592481657552,0.22233061288047412,0.31205975836516353,0.6105381130774175,0.1829474740191545,0.20651441290342806,351,97,305,456,76,8,8572,5.863631175598097,4.584967478670572,5.723585101952381,6.124683390894205,4.343805421853684,2.1972245773362196,9.056373008678756,24,0,0,1,0
관악구 | 봉천동 | 아가토스9,관악구,봉천동,아가토스9,서울특별시 관악구 봉천동 1595-7번지,1,1,1,1,서울특별시 관악구 봉천동 1595-7번지,아가토스9,봉천동,봉천,법정동직접,1,1,1,0,0,0,0,0,1,0,0,0,0.03638720196385553,0.24129592481657552,0.22233061288047412,0.31205975836516353,0.6105381130774175,0.1829474740191545,0.20651441290342806,351,97,305,456,76,8,8572,5.863631175598097,4.584967478670572,5.723585101952381,6.124683390894205,4.343805421853684,2.1972245773362196,9.056373008678756,24,0,0,1,0
관악구 | 신림동 | 101,관악구,신림동,101,서울특별시 관악구 신림동 513-17번지,1,1,1,1,서울특별시 관악구 신림동 513-17번지,101,신림동,신림,법정동직접,1,1,1,1,0,0,0,0,1,0,0,0,0.02680131576190576,0.2588572984977687,0.21520668775796686,0.31297533994007837,0.6514795330697364,0.17693774038623458,0.17158272654402898,339,82,242,369,163,12,9937,5.8289456176102075,4.418840607796598,5.493061443340548,5.91350300563827,5.099866427824199,2.5649493574615367,9.204121072162266,24,0,0,1,0
관악구 | 신림동 | 다숲,관악구,신림동,다숲,서울특별시 관악구 신림동 1740번지,1,1,2,2,서울특별시 관악구 신림동 1740번지,다숲,신림동,신림,법정동직접,1,1,1,1,0,0,0,0,1,0,0,0,0.02680131576190576,0.2588572984977687,0.21520668775796686,0.31297533994007837,0.6514795330697364,0.17693774038623458,0.17158272654402898,339,82,242,369,163,12,9937,5.8289456176102075,4.418840607796598,5.493061443340548,5.91350300563827,5.099866427824199,2.5649493574615367,9.204121072162266,24,0,0,1,0
관악구 | 신림동 | 서울대벤처타운역 푸르지오,관악구,신림동,서울대벤처타운역 푸르지오,서울특별시 관악구 신림동 316-55번지,1,1,12,6,서울특별시 관악구 신림동 316-55번지,서울대벤처타운역 푸르지오,신림동,신림,법정동직접,1,1,1,1,1,1,1,1,0,0,1,0,0.02680131576190576,0.2588572984977687,0.21520668775796686,0.31297533994007837,0.6514795330697364,0.17693774038623458,0.17158272654402898,339,82,242,369,163,12,9937,5.8289456176102075,4.418840607796598,5.493061443340548,5.91350300563827,5.099866427824199,2.5649493574615367,9.204121072162266,24,0,0,1,0
관악구 | 신림동 | 서울특별시 관악구 신림동 1693번지,관악구,신림동,,서울특별시 관악구 신림동 1693번지,1,1,1,1,서울특별시 관악구 신림동 1693번지,,신림동,신림,법정동직접,1,1,1,1,1,0,0,0,0,0,1,0,0.02680131576190576,0.2588572984977687,0.21520668775796686,0.31297533994007837,0.6514795330697364,0.17693774038623458,0.17158272654402898,339,82,242,369,163,12,9937,5.8289456176102075,4.418840607796598,5.493061443340548,5.91350300563827,5.099866427824199,2.5649493574615367,9.204121072162266,24,0,0,1,0
관악구 | 신림동 | 신림1재정비촉진구역 재개발정비사업,관악구,신림동,신림1재정비촉진구역 재개발정비사업,서울특별시 관악구 신림동 808번지,1,5,35,29,서울특별시 관악구 신림동 808번지,신림1재정비촉진구역 재개발정비사업(획지1-3) / 신림1재정비촉진지구 재정비촉진계획(획지1-4) / 신림1재정비촉진구역 재개발정비사업(획지1-1) / 신림1재정비촉진구역 재정비촉진계획(획지1-6),신림동,신림,법정동직접,1,1,1,1,1,1,1,1,1,0,1,0,0.02680131576190576,0.2588572984977687,0.21520668775796686,0.31297533994007837,0.6514795330697364,0.17693774038623458,0.17158272654402898,339,82,242,369,163,12,9937,5.8289456176102075,4.418840607796598,5.493061443340548,5.91350300563827,5.099866427824199,2.5649493574615367,9.204121072162266,24,0,0,1,0
관악구 | 신림동 | 신림동 628-1 OO도시형생활주택,관악구,신림동,신림동 628-1 OO도시형생활주택,서울특별시 관악구 신림동 628-1번지,1,1,5,0,서울특별시 관악구 신림동 628-1번지,신림동 628-1 OO도시형생활주택,신림동,신림,법정동직접,1,1,1,1,0,0,0,0,0,0,0,0,0.02680131576190576,0.2588572984977687,0.21520668775796686,0.31297533994007837,0.6514795330697364,0.17693774038623458,0.17158272654402898,339,82,242,369,163,12,9937,5.8289456176102075,4.418840607796598,5.493061443340548,5.91350300563827,5.099866427824199,2.5649493574615367,9.204121072162266,24,0,0,1,0
관악구 | 신림동 | 신림동 역세권 청년주택,관악구,신림동,신림동 역세권 청년주택,서울특별시 관악구 신림동 240-1번지,2,1,9,0,서울특별시 관악구 신림동 240-1번지 / 서울특별시 관악구 신림동 1747번지,신림동 역세권 청년주택,신림동,신림,법정동직접,1,1,1,1,0,0,0,0,0,0,0,0,0.02680131576190576,0.2588572984977687,0.21520668775796686,0.31297533994007837,0.6514795330697364,0.17693774038623458,0.17158272654402898,339,82,242,369,163,12,9937,5.8289456176102075,4.418840607796598,5.493061443340548,5.91350300563827,5.099866427824199,2.5649493574615367,9.204121072162266,24,0,0,1,0
관악구 | 신림동 | 찬솔팰리스,관악구,신림동,찬솔팰리스,서울특별시 관악구 신림동 1678번지,1,1,2,2,서울특별시 관악구 신림동 1678번지,찬솔팰리스,신림동,신림,법정동직접,1,1,1,1,0,0,0,0,1,1,0,0,0.02680131576190576,0.2588572984977687,0.21520668775796686,0.31297533994007837,0.6514795330697364,0.17693774038623458,0.17158272654402898,339,82,242,369,163,12,9937,5.8289456176102075,4.418840607796598,5.493061443340548,5.91350300563827,5.099866427824199,2.5649493574615367,9.204121072162266,24,0,0,1,0
관악구 | 신림동 | 풍원하임빌,관악구,신림동,풍원하임빌,서울특별시 관악구 신림동 10-458번지,1,1,1,1,서울특별시 관악구 신림동 10-458번지,풍원하임빌,신림동,신림,법정동직접,1,1,1,1,0,0,0,0,1,0,0,0,0.02680131576190576,0.2588572984977687,0.21520668775796686,0.31297533994007837,0.6514795330697364,0.17693774038623458,0.17158272654402898,339,82,242,369,163,12,9937,5.8289456176102075,4.418840607796598,5.493061443340548,5.91350300563827,5.099866427824199,2.5649493574615367,9.204121072162266,24,0,0,1,0
광진구 | 광장동 | 광장자이아파트,광진구,광장동,광장자이아파트,서울특별시 광진구 광장동 581번지,1,1,3,2,서울특별시 광진구 광장동 581번지,광장자이아파트,광장동,광장,법정동직접,1,1,1,1,0,0,1,1,0,0,0,0,0.07072182154139596,0.18766764022173213,0.11110448828753651,0.2962985039041545,0.19767343842198432,0.17954986091207958,0.6227767006659362,48,12,59,70,6,1,916,3.8918202981106265,2.5649493574615367,4.0943445622221,4.2626798770413155,1.9459101490553132,0.6931471805599453,6.821107472256465,26,0,1,0,0
광진구 | 광장동 | 광장힐스테이트,광진구,광장동,광장힐스테이트,서울특별시 광진구 광장동 427번지,1,1,2,2,서울특별시 광진구 광장동 427번지,광장힐스테이트,광장동,광장,법정동직접,1,1,1,1,0,0,1,1,0,0,0,0,0.07072182154139596,0.18766764022173213,0.11110448828753651,0.2962985039041545,0.19767343842198432,0.17954986091207958,0.6227767006659362,48,12,59,70,6,1,916,3.8918202981106265,2.5649493574615367,4.0943445622221,4.2626798770413155,1.9459101490553132,0.6931471805599453,6.821107472256465,26,0,1,0,0
광진구 | 광장동 | 워커힐푸르지오,광진구,광장동,워커힐푸르지오,서울특별시 광진구 광장동 148-4번지,1,1,2,1,서울특별시 광진구 광장동 148-4번지,워커힐푸르지오,광장동,광장,법정동직접,1,1,1,1,0,0,0,1,0,0,0,0,0.07072182154139596,0.18766764022173213,0.11110448828753651,0.2962985039041545,0.19767343842198432,0.17954986091207958,0.6227767006659362,48,12,59,70,6,1,916,3.8918202981106265,2.5649493574615367,4.0943445622221,4.2626798770413155,1.9459101490553132,0.6931471805599453,6.821107472256465,26,0,1,0,0
광진구 | 광장동 | 포제스 한강,광진구,광장동,포제스 한강,서울특별시 광진구 광장동 188-2번지,1,1,1,0,서울특별시 광진구 광장동 188-2번지,포제스 한강,광장동,광장,법정동직접,1,1,1,1,0,0,0,0,0,0,0,0,0.07072182154139596,0.18766764022173213,0.11110448828753651,0.2962985039041545,0.19767343842198432,0.17954986091207958,0.6227767006659362,48,12,59,70,6,1,916,3.8918202981106265,2.5649493574615367,4.0943445622221,4.2626798770413155,1.9459101490553132,0.6931471805599453,6.821107472256465,26,0,1,0,0
광진구 | 구의동 | e편한세상 광진 그랜드파크,광진구,구의동,e편한세상 광진 그랜드파크,서울특별시 광진구 구의동 680번지,1,1,4,4,서울특별시 광진구 구의동 680번지,e편한세상 광진 그랜드파크,구의동,구의,법정동직접,1,1,1,1,0,1,1,1,0,0,0,0,0.04624898809602803,0.2505142462808382,0.15472509389141773,0.311971653417913,0.4548525965887418,0.22197700397798484,0.3231703994332734,154,52,175,211,29,5,4264,5.043425116919247,3.970291913552122,5.170483995038151,5.356586274672012,3.4011973816621555,1.791759469228055,8.35819745992578,26,0,1,0,0
광진구 | 구의동 | 광진 파크 프라이빗,광진구,구의동,광진 파크 프라이빗,서울특별시 광진구 구의동 204-3번지,1,1,1,1,서울특별시 광진구 구의동 204-3번지,광진 파크 프라이빗,구의동,구의,법정동직접,1,1,1,1,0,0,0,0,1,0,0,0,0.04624898809602803,0.2505142462808382,0.15472509389141773,0.311971653417913,0.4548525965887418,0.22197700397798484,0.3231703994332734,154,52,175,211,29,5,4264,5.043425116919247,3.970291913552122,5.170483995038151,5.356586274672012,3.4011973816621555,1.791759469228055,8.35819745992578,26,0,1,0,0
광진구 | 구의동 | 리마크빌 구의,광진구,구의동,리마크빌 구의,서울특별시 광진구 구의동 246-10번지,1,2,10,6,서울특별시 광진구 구의동 246-10번지,리마크빌 구의 / 구의동 청년주택,구의동,구의,법정동직접,1,1,1,1,1,1,0,0,0,0,1,1,0.04624898809602803,0.2505142462808382,0.15472509389141773,0.311971653417913,0.4548525965887418,0.22197700397798484,0.3231703994332734,154,52,175,211,29,5,4264,5.043425116919247,3.970291913552122,5.170483995038151,5.356586274672012,3.4011973816621555,1.791759469228055,8.35819745992578,26,0,1,0,0
광진구 | 구의동 | 서울특별시 광진구 구의동 587-54번지,광진구,구의동,,서울특별시 광진구 구의동 587-54번지,1,1,1,0,서울특별시 광진구 구의동 587-54번지,,구의동,구의,법정동직접,1,1,1,1,0,0,0,0,0,0,0,0,0.04624898809602803,0.2505142462808382,0.15472509389141773,0.311971653417913,0.4548525965887418,0.22197700397798484,0.3231703994332734,154,52,175,211,29,5,4264,5.043425116919247,3.970291913552122,5.170483995038151,5.356586274672012,3.4011973816621555,1.791759469228055,8.35819745992578,26,0,1,0,0
광진구 | 구의동 | 한양연립 일대 가로주택정비사업,광진구,구의동,한양연립 일대 가로주택정비사업,서울특별시 광진구 구의동 592-39번지,1,1,10,4,서울특별시 광진구 구의동 592-39번지,한양연립 일대 가로주택정비사업,구의동,구의,법정동직접,1,1,1,1,1,0,1,1,1,0,1,0,0.04624898809602803,0.2505142462808382,0.15472509389141773,0.311971653417913,0.4548525965887418,0.22197700397798484,0.3231703994332734,154,52,175,211,29,5,4264,5.043425116919247,3.970291913552122,5.170483995038151,5.356586274672012,3.4011973816621555,1.791759469228055,8.35819745992578,26,0,1,0,0
광진구 | 구의동 | 힐하우스,광진구,구의동,힐하우스,서울특별시 광진구 구의동 596-1번지,1,1,3,1,서울특별시 광진구 구의동 596-1번지,힐하우스,구의동,구의,법정동직접,1,1,1,1,0,0,0,0,1,0,0,0,0.04624898809602803,0.2505142462808382,0.15472509389141773,0.311971653417913,0.4548525965887418,0.22197700397798484,0.3231703994332734,154,52,175,211,29,5,4264,5.043425116919247,3.970291913552122,5.170483995038151,5.356586274672012,3.4011973816621555,1.791759469228055,8.35819745992578,26,0,1,0,0
광진구 | 자양동 | 건대입구역 역세권 청년주택,광진구,자양동,건대입구역 역세권 청년주택,서울특별시 광진구 자양동 8-8번지,1,2,11,0,서울특별시 광진구 자양동 8-8번지,더포디엄830 / 건대입구역 역세권 청년주택,자양동,자양,법정동직접,1,1,1,1,0,0,0,0,0,0,0,0,0.04685339245341001,0.2738327809118247,0.14747459226902562,0.3048378953838049,0.4590419028565077,0.22896521062576414,0.3119928865177281,193,28,104,221,25,6,4608,5.267858159063328,3.367295829986474,4.653960350157523,5.402677381872279,3.258096538021482,1.9459101490553132,8.435766192720509,26,0,1,0,0
광진구 | 자양동 | 광진하우스토리 한강,광진구,자양동,광진하우스토리 한강,서울특별시 광진구 자양동 813번지,1,1,2,1,서울특별시 광진구 자양동 813번지,광진하우스토리 한강,자양동,자양,법정동직접,1,1,1,1,0,0,1,0,0,0,0,0,0.04685339245341001,0.2738327809118247,0.14747459226902562,0.3048378953838049,0.4590419028565077,0.22896521062576414,0.3119928865177281,193,28,104,221,25,6,4608,5.267858159063328,3.367295829986474,4.653960350157523,5.402677381872279,3.258096538021482,1.9459101490553132,8.435766192720509,26,0,1,0,0
광진구 | 자양동 | 롯데캐슬 리버파크 시그니처,광진구,자양동,롯데캐슬 리버파크 시그니처,서울특별시 광진구 자양동 236-9번지,1,1,7,5,서울특별시 광진구 자양동 236-9번지,롯데캐슬 리버파크 시그니처,자양동,자양,법정동직접,1,1,1,1,1,1,1,1,0,0,1,0,0.04685339245341001,0.2738327809118247,0.14747459226902562,0.3048378953838049,0.4590419028565077,0.22896521062576414,0.3119928865177281,193,28,104,221,25,6,4608,5.267858159063328,3.367295829986474,4.653960350157523,5.402677381872279,3.258096538021482,1.9459101490553132,8.435766192720509,26,0,1,0,0
광진구 | 자양동 | 서울 광진구 자양동 690 공동주택,광진구,자양동,서울 광진구 자양동 690 공동주택,서울특별시 광진구 자양동 690번지,1,1,8,7,서울특별시 광진구 자양동 690번지,서울 광진구 자양동 690 공동주택,자양동,자양,법정동직접,1,1,1,1,1,1,1,1,0,1,1,0,0.04685339245341001,0.2738327809118247,0.14747459226902562,0.3048378953838049,0.4590419028565077,0.22896521062576414,0.3119928865177281,193,28,104,221,25,6,4608,5.267858159063328,3.367295829986474,4.653960350157523,5.402677381872279,3.258096538021482,1.9459101490553132,8.435766192720509,26,0,1,0,0
광진구 | 자양동 | 서울특별시 광진구 자양동 578번지,광진구,자양동,,서울특별시 광진구 자양동 578번지,1,1,2,0,서울특별시 광진구 자양동 578번지,,자양동,자양,법정동직접,1,1,1,1,0,0,0,0,0,0,0,0,0.04685339245341001,0.2738327809118247,0.14747459226902562,0.3048378953838049,0.4590419028565077,0.22896521062576414,0.3119928865177281,193,28,104,221,25,6,4608,5.267858159063328,3.367295829986474,4.653960350157523,5.402677381872279,3.258096538021482,1.9459101490553132,8.435766192720509,26,0,1,0,0
광진구 | 자양동 | 서울특별시 광진구 자양동 658-14번지,광진구,자양동,,서울특별시 광진구 자양동 658-14번지,1,1,1,0,서울특별시 광진구 자양동 658-14번지,,자양동,자양,법정동직접,1,1,1,1,0,0,0,0,0,0,0,0,0.04685339245341001,0.2738327809118247,0.14747459226902562,0.3048378953838049,0.4590419028565077,0.22896521062576414,0.3119928865177281,193,28,104,221,25,6,4608,5.267858159063328,3.367295829986474,4.653960350157523,5.402677381872279,3.258096538021482,1.9459101490553132,8.435766192720509,26,0,1,0,0
광진구 | 자양동 | 이튼타워리버5차,광진구,자양동,이튼타워리버5차,서울특별시 광진구 자양동 856번지,1,1,5,3,서울특별시 광진구 자양동 856번지,이튼타워리버5차,자양동,자양,법정동직접,1,1,1,1,1,0,1,1,0,0,1,0,0.04685339245341001,0.2738327809118247,0.14747459226902562,0.3048378953838049,0.4590419028565077,0.22896521062576414,0.3119928865177281,193,28,104,221,25,6,4608,5.267858159063328,3.367295829986474,4.653960350157523,5.402677381872279,3.258096538021482,1.9459101490553132,8.435766192720509,26,0,1,0,0
광진구 | 자양동 | 자양 호반써밋,광진구,자양동,자양 호반써밋,서울특별시 광진구 자양동 861번지,1,1,7,5,서울특별시 광진구 자양동 861번지,자양 호반써밋,자양동,자양,법정동직접,1,1,1,1,1,1,1,1,0,0,1,0,0.04685339245341001,0.2738327809118247,0.14747459226902562,0.3048378953838049,0.4590419028565077,0.22896521062576414,0.3119928865177281,193,28,104,221,25,6,4608,5.267858159063328,3.367295829986474,4.653960350157523,5.402677381872279,3.258096538021482,1.9459101490553132,8.435766192720509,26,0,1,0,0
광진구 | 자양동 | 자양1재정비촉진구역 1-2획지 행복주택,광진구,자양동,자양1재정비촉진구역 1-2획지 행복주택,서울특별시 광진구 자양동 680-63번지,1,2,12,8,서울특별시 광진구 자양동 680-63번지,이스트폴 / 자양1재정비촉진구역 1-2획지 행복주택,자양동,자양,법정동직접,1,1,1,1,0,1,1,1,0,0,0,0,0.04685339245341001,0.2738327809118247,0.14747459226902562,0.3048378953838049,0.4590419028565077,0.22896521062576414,0.3119928865177281,193,28,104,221,25,6,4608,5.267858159063328,3.367295829986474,4.653960350157523,5.402677381872279,3.258096538021482,1.9459101490553132,8.435766192720509,26,0,1,0,0
광진구 | 자양동 | 자양동 796번지 공동주택,광진구,자양동,자양동 796번지 공동주택,서울특별시 광진구 자양동 796번지,1,1,4,3,서울특별시 광진구 자양동 796번지,자양동 796번지 공동주택,자양동,자양,법정동직접,1,1,1,1,0,0,0,0,1,1,0,1,0.04685339245341001,0.2738327809118247,0.14747459226902562,0.3048378953838049,0.4590419028565077,0.22896521062576414,0.3119928865177281,193,28,104,221,25,6,4608,5.267858159063328,3.367295829986474,4.653960350157523,5.402677381872279,3.258096538021482,1.9459101490553132,8.435766192720509,26,0,1,0,0
광진구 | 자양동 | 자양동 현대한창 가로주택정비사업,광진구,자양동,자양동 현대한창 가로주택정비사업,서울특별시 광진구 자양동 694-2번지,1,1,2,0,서울특별시 광진구 자양동 694-2번지,자양동 현대한창 가로주택정비사업,자양동,자양,법정동직접,1,1,1,1,0,0,0,0,0,0,0,0,0.04685339245341001,0.2738327809118247,0.14747459226902562,0.3048378953838049,0.4590419028565077,0.22896521062576414,0.3119928865177281,193,28,104,221,25,6,4608,5.267858159063328,3.367295829986474,4.653960350157523,5.402677381872279,3.258096538021482,1.9459101490553132,8.435766192720509,26,0,1,0,0
광진구 | 자양동 | 테라팰리스,광진구,자양동,테라팰리스,서울특별시 광진구 자양동 224-15번지,1,2,2,2,서울특별시 광진구 자양동 224-15번지,테라팰리스 / 대영아파트,자양동,자양,법정동직접,1,1,1,1,0,0,1,0,1,0,0,0,0.04685339245341001,0.2738327809118247,0.14747459226902562,0.3048378953838049,0.4590419028565077,0.22896521062576414,0.3119928865177281,193,28,104,221,25,6,4608,5.267858159063328,3.367295829986474,4.653960350157523,5.402677381872279,3.258096538021482,1.9459101490553132,8.435766192720509,26,0,1,0,0
광진구 | 자양동 | 한영해시안아파트,광진구,자양동,한영해시안아파트,서울특별시 광진구 자양동 858번지,1,1,1,0,서울특별시 광진구 자양동 858번지,한영해시안아파트,자양동,자양,법정동직접,1,1,1,1,0,0,0,0,0,0,0,0,0.04685339245341001,0.2738327809118247,0.14747459226902562,0.3048378953838049,0.4590419028565077,0.22896521062576414,0.3119928865177281,193,28,104,221,25,6,4608,5.267858159063328,3.367295829986474,4.653960350157523,5.402677381872279,3.258096538021482,1.9459101490553132,8.435766192720509,26,0,1,0,0
광진구 | 중곡동 | 서울특별시 광진구 중곡동 681번지,광진구,중곡동,,서울특별시 광진구 중곡동 681번지,1,1,1,1,서울특별시 광진구 중곡동 681번지,,중곡동,중곡,법정동직접,1,1,1,1,0,0,1,0,0,0,0,0,0.035000904416134786,0.29166128323729296,0.15112793612238043,0.30213959017028863,0.49664577957980094,0.24182331981815947,0.26153090060203954,140,26,96,145,14,7,3931,4.948759890378168,3.295836866004329,4.574710978503383,4.983606621708336,2.70805020110221,2.0794415416798357,8.276903481267057,26,0,1,0,0
