대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리주택대장PK,건물명,특수지명,블록,복리분양시설종류코드,복리분양시설종류코드명,기타시설,용도코드,용도코드명,기타용도,면적(㎡),개소
서울특별시 강남구 역삼동 653-4번지,11680,10100,0,653,4,1.02E+12,원에디션 강남,,,5099,기타시설,커뮤니티라운지,2005,부대시설,,297.9054,1
서울특별시 강남구 역삼동 653-4번지,11680,10100,0,653,4,1.02E+12,원에디션 강남,,,5099,기타시설,게스트하우스,2005,부대시설,,114.678,4
서울특별시 강남구 역삼동 654번지,11680,10100,0,654,0,1.02E+12,시티프라디움 더 강남 201동,,,90000,기타복리시설,근린생활시설,2006,복리시설,,110.68,1
서울특별시 강남구 역삼동 654-4번지,11680,10100,0,654,4,1.02E+12,시티프라디움 더 강남 101동,,,90000,기타복리시설,근린생활시설,2006,복리시설,,493.35,1
서울특별시 강남구 역삼동 712-3번지,11680,10100,0,712,3,1.02E+12,강남센트럴아이파크,,,,,경로당,2006,복리시설,,196.4,1
서울특별시 강남구 역삼동 712-3번지,11680,10100,0,712,3,1.02E+12,강남센트럴아이파크,,,,,보육시설,2006,복리시설,어린이집,422.18,1
서울특별시 강남구 역삼동 712-3번지,11680,10100,0,712,3,1.02E+12,강남센트럴아이파크,,,,,문고,2006,복리시설,작은도서관,526.453,1
서울특별시 강남구 역삼동 712-3번지,11680,10100,0,712,3,1.02E+12,강남센트럴아이파크,,,,,지역공동체 지원센터,2006,복리시설,,620.085,1
서울특별시 강남구 역삼동 712-3번지,11680,10100,0,712,3,1.02E+12,강남센트럴아이파크,,,1000,어린이놀이터,,2006,복리시설,,799.26,1
서울특별시 강남구 역삼동 712-3번지,11680,10100,0,712,3,1.02E+12,강남센트럴아이파크,,,,,주민운동시설,2006,복리시설,,1194.416,4
서울특별시 강남구 역삼동 716-1번지,11680,10100,0,716,1,1.02E+12,역삼개나리5차아파트,,,1000,어린이놀이터,,2006,복리시설,,466.488,1
서울특별시 강남구 역삼동 716-1번지,11680,10100,0,716,1,1.02E+12,역삼개나리5차아파트,,,6000,노인정,,2006,복리시설,,108.57,1
서울특별시 강남구 역삼동 716-1번지,11680,10100,0,716,1,1.02E+12,역삼개나리5차아파트,,,2099,기타집회장,,2006,복리시설,,2239.83,0
서울특별시 강남구 역삼동 716-1번지,11680,10100,0,716,1,1.02E+12,개나리SK뷰,,,6000,노인정,,2006,복리시설,,108.57,0
서울특별시 강남구 역삼동 716-1번지,11680,10100,0,716,1,1.02E+12,개나리SK뷰,,,90000,기타복리시설,주민공동시설,2006,복리시설,,2239.83,0
서울특별시 강남구 역삼동 716-1번지,11680,10100,0,716,1,1.02E+12,개나리SK뷰,,,1000,어린이놀이터,,2006,복리시설,,466.488,0
서울특별시 강남구 역삼동 727-2번지,11680,10100,0,727,2,1.02E+12,대명벨리온,,,90000,기타복리시설,,2005,부대시설,방재실/통신실,30.09,0
서울특별시 강남구 역삼동 727-2번지,11680,10100,0,727,2,1.02E+12,대명벨리온,,,2099,기타집회장,,2005,부대시설,주민공동시설,33.15,0
서울특별시 강남구 역삼동 754번지,11680,10100,0,754,0,1024215,개나리 래미안,,,2001,회의장,,2001,아파트,보육시설,0,0
서울특별시 강남구 역삼동 754번지,11680,10100,0,754,0,1024215,개나리 래미안,,,2002,공회장,,2002,연립주택,주민공동시설,133.42,1
서울특별시 강남구 역삼동 762번지,11680,10100,0,762,0,1.02E+12,래미인 그레이튼,,,,,옥외 쓰레기 수거함,2006,복리시설,,0,5
서울특별시 강남구 역삼동 762번지,11680,10100,0,762,0,1.02E+12,래미인 그레이튼,,,1000,어린이놀이터,,2006,복리시설,,769.39,1
서울특별시 강남구 역삼동 762번지,11680,10100,0,762,0,1.02E+12,래미인 그레이튼,,,5002,녹지시설,,2006,복리시설,,9811.25,0
서울특별시 강남구 역삼동 762번지,11680,10100,0,762,0,1.02E+12,래미인 그레이튼,,,90000,기타복리시설,경비실,2006,복리시설,,31.02,3
서울특별시 강남구 역삼동 762번지,11680,10100,0,762,0,1.02E+12,래미인 그레이튼,,,3099,기타운동장,주민운동시설,2006,복리시설,,744.97,1
서울특별시 강남구 역삼동 762번지,11680,10100,0,762,0,1.02E+12,래미인 그레이튼,,,2099,기타집회장,,2006,복리시설,,175.83,3
서울특별시 강남구 역삼동 762번지,11680,10100,0,762,0,1.02E+12,래미인 그레이튼,,,6000,노인정,,2006,복리시설,,72.24,1
서울특별시 강남구 역삼동 762번지,11680,10100,0,762,0,1.02E+12,래미인 그레이튼,,,7199,기타구매시설,문고,2006,복리시설,,136.89,1
서울특별시 강남구 역삼동 762-1번지,11680,10100,0,762,1,1024235,진달래아파트2차(가칭),,,1000,어린이놀이터,,2005,부대시설,어린이놀이터,674.42,1
서울특별시 강남구 역삼동 762-1번지,11680,10100,0,762,1,1024235,진달래아파트2차(가칭),,,5002,녹지시설,,2005,부대시설,녹지시설,7922.11,0
서울특별시 강남구 역삼동 762-1번지,11680,10100,0,762,1,1024235,진달래아파트2차(가칭),,,10001,옥내운동시설,,2005,부대시설,,711.16,1
서울특별시 강남구 역삼동 762-1번지,11680,10100,0,762,1,1024235,진달래아파트2차(가칭),,,11099,기타아동관련시설,보육시설,2005,부대시설,보육시설,99.36,1
서울특별시 강남구 역삼동 762-1번지,11680,10100,0,762,1,1024235,진달래아파트2차(가칭),,,6000,노인정,경로당,2005,부대시설,경로당,72.24,1
서울특별시 강남구 역삼동 765-13번지,11680,10100,0,765,13,1024221,역삼2차아이파크,,,6000,노인정,,2001,아파트,경로당,30.695,1
서울특별시 강남구 역삼동 765-13번지,11680,10100,0,765,13,1024221,역삼2차아이파크,,,1000,어린이놀이터,,2001,아파트,,429.8,1
서울특별시 강남구 역삼동 765-15번지,11680,10100,0,765,15,1.02E+12,역삼동 레전드힐,,,2099,기타집회장,주민공동시설,2006,복리시설,,27.9,1
서울특별시 강남구 역삼동 792-7번지,11680,10100,0,792,7,1.02E+12,마이플레이스,,,5099,기타시설,주민공동시설,2003,다세대주택,단지형다세대,59.24,1
서울특별시 강남구 역삼동 792-7번지,11680,10100,0,792,7,1.02E+12,마이플레이스,,,5099,기타시설,관리실,2003,다세대주택,단지형다세대,23.24,1
서울특별시 강남구 역삼동 828-2번지,11680,10100,0,828,2,1.00E+21,역삼청년주택,,,90000,기타복리시설,,2006,복리시설,계절창고,409.3168,8
서울특별시 강남구 역삼동 828-2번지,11680,10100,0,828,2,1.00E+21,역삼청년주택,,,90000,기타복리시설,,2006,복리시설,맘스카페,74.9882,1
서울특별시 강남구 역삼동 828-2번지,11680,10100,0,828,2,1.00E+21,역삼청년주택,,,90000,기타복리시설,,2006,복리시설,작은도서관,179.9917,1
서울특별시 강남구 역삼동 828-2번지,11680,10100,0,828,2,1.00E+21,역삼청년주택,,,90000,기타복리시설,,2006,복리시설,"카페,회의실.행사실",172.0014,3
서울특별시 강남구 역삼동 828-2번지,11680,10100,0,828,2,1.00E+21,역삼청년주택,,,90000,기타복리시설,,2006,복리시설,휴게공간(4층),43.287,1
서울특별시 강남구 역삼동 828-2번지,11680,10100,0,828,2,1.00E+21,역삼청년주택,,,90000,기타복리시설,,2006,복리시설,공유오피스,104.1009,3
서울특별시 강남구 역삼동 828-2번지,11680,10100,0,828,2,1.00E+21,역삼청년주택,,,90000,기타복리시설,,2006,복리시설,파티룸,250.9619,4
서울특별시 강남구 역삼동 828-2번지,11680,10100,0,828,2,1.00E+21,역삼청년주택,,,90000,기타복리시설,,2006,복리시설,"코인세탁,헬스장세탁",135.6093,1
서울특별시 강남구 역삼동 828-2번지,11680,10100,0,828,2,1.00E+21,역삼청년주택,,,90000,기타복리시설,,2006,복리시설,체력단련장,737.5668,1
서울특별시 강남구 역삼동 828-2번지,11680,10100,0,828,2,1.00E+21,역삼청년주택,,,90000,기타복리시설,커뮤니티시설,2006,복리시설,"주민카페,주민휴게실",119.19,2
서울특별시 강남구 역삼동 828-2번지,11680,10100,0,828,2,1.00E+21,역삼청년주택,,,6000,노인정,커뮤니티시설로 대체함.,2006,복리시설,"북카페,맘스카페",103.42,2
서울특별시 강남구 역삼동 828-2번지,11680,10100,0,828,2,1.00E+21,역삼청년주택,,,90000,기타복리시설,작은도서관,2006,복리시설,문고,175.86,1
서울특별시 강남구 역삼동 828-2번지,11680,10100,0,828,2,1.00E+21,역삼청년주택,,,90000,기타복리시설,커뮤니티시설,2006,복리시설,공유오피스,60.49,1
서울특별시 강남구 역삼동 828-2번지,11680,10100,0,828,2,1.00E+21,역삼청년주택,,,10001,옥내운동시설,체력단련실,2006,복리시설,체력단련실,809.14,1
서울특별시 강남구 역삼동 828-2번지,11680,10100,0,828,2,1.00E+21,역삼청년주택,,,90000,기타복리시설,커뮤니티시설,2006,복리시설,파티룸,231.48,2
서울특별시 강남구 역삼동 828-2번지,11680,10100,0,828,2,1.00E+21,역삼청년주택,,,90000,기타복리시설,커뮤니티시설,2006,복리시설,"계절창고,세탁실",370.61,2
서울특별시 강남구 역삼동 828-2번지,11680,10100,0,828,2,1.00E+21,역삼청년주택,,,90000,기타복리시설,커뮤니티시설,2006,복리시설,"주민행사실,주민회의실",96.08,2
서울특별시 강남구 역삼동 828-28번지,11680,10100,0,828,28,1.02E+12,역삼동 EG SoulLeader,,,2099,기타집회장,,2006,복리시설,주민공동시설,261.47,0
서울특별시 강남구 개포동 12번지,11680,10300,0,12,0,1.02E+12,경로당,,,6000,노인정,노인정,2006,복리시설,복리시설,278.01,1
서울특별시 강남구 개포동 12번지,11680,10300,0,12,0,1.02E+12,,,,1000,어린이놀이터,,2001,아파트,,1946.03,3
서울특별시 강남구 개포동 12번지,11680,10300,0,12,0,1.02E+12,,,,3099,기타운동장,,2001,아파트,,738.41,2
서울특별시 강남구 개포동 138번지,11680,10300,0,138,0,1.02E+12,디에이치아너힐즈,,,90000,기타복리시설,보육시설,2001,아파트,,595.3345,1
서울특별시 강남구 개포동 138번지,11680,10300,0,138,0,1.02E+12,개포주공3단지주택재건축정비사업,,,90000,기타복리시설,보육시설,2001,아파트,,595.3345,1
서울특별시 강남구 개포동 185번지,11680,10300,0,185,0,1.02E+12,,,,3099,기타운동장,주민운동시설,2006,복리시설,,1283,1
서울특별시 강남구 개포동 189번지,11680,10300,0,189,0,1.02E+12,개포자이 프레지던스,,,90000,기타복리시설,티하우스,2006,복리시설,,235.6896,1
서울특별시 강남구 개포동 189번지,11680,10300,0,189,0,1.02E+12,개포자이 프레지던스,,,6000,노인정,경로당,2006,복리시설,,532.0116,1
서울특별시 강남구 개포동 189번지,11680,10300,0,189,0,1.02E+12,개포자이 프레지던스,,,90000,기타복리시설,게스트하우스,2006,복리시설,,382.8553,1
서울특별시 강남구 개포동 189번지,11680,10300,0,189,0,1.02E+12,개포자이 프레지던스,,,90000,기타복리시설,작은도서관,2006,복리시설,,2155.7239,1
서울특별시 강남구 개포동 189번지,11680,10300,0,189,0,1.02E+12,개포자이 프레지던스,,,90000,기타복리시설,지역공동체지원센터,2006,복리시설,,391.4758,1
서울특별시 강남구 개포동 189번지,11680,10300,0,189,0,1.02E+12,개포자이 프레지던스,,,90000,기타복리시설,지역문화센터,2006,복리시설,,369.7709,1
서울특별시 강남구 개포동 189번지,11680,10300,0,189,0,1.02E+12,개포자이 프레지던스,,,90000,기타복리시설,맘스스테이션,2006,복리시설,,121.2841,2
서울특별시 강남구 개포동 189번지,11680,10300,0,189,0,1.02E+12,개포자이 프레지던스,,,90000,기타복리시설,휘트니스,2006,복리시설,,7588.5044,1
서울특별시 강남구 개포동 189번지,11680,10300,0,189,0,1.02E+12,개포자이 프레지던스,,,11099,기타아동관련시설,보육시설,2006,복리시설,,1368.7288,1
서울특별시 강남구 개포동 189번지,11680,10300,0,189,0,1.02E+12,개포자이 프레지던스,,,90000,기타복리시설,다목적강당,2005,부대시설,,291.9088,1
서울특별시 강남구 개포동 189번지,11680,10300,0,189,0,1.02E+12,개포자이 프레지던스,,,11001,유치원,부대시설,2006,복리시설,,984.4206,1
서울특별시 강남구 개포동 189번지,11680,10300,0,189,0,1.02E+12,개포자이 프레지던스,,,90000,기타복리시설,스카이라운지,2006,복리시설,,414.1225,1
서울특별시 강남구 개포동 189번지,11680,10300,0,189,0,1.02E+12,개포자이 프레지던스,,,90000,기타복리시설,카페테리아 및 연회장,2006,복리시설,,1141.7657,1
서울특별시 강남구 개포동 189번지,11680,10300,0,189,0,1.02E+12,개포자이 프레지던스,,,90000,기타복리시설,어린이 돌봄센터,2006,복리시설,,321.5401,1
서울특별시 강남구 개포동 651-1번지,11680,10300,0,651,1,1.02E+12,개포 더샵 트리에,,,1000,어린이놀이터,,2005,부대시설,,330.89,1
서울특별시 강남구 개포동 651-1번지,11680,10300,0,651,1,1.02E+12,개포 더샵 트리에,,,6000,노인정,,2006,복리시설,,87.6049,1
서울특별시 강남구 개포동 651-1번지,11680,10300,0,651,1,1.02E+12,개포 더샵 트리에,,,2001,회의장,입주자회의실,2006,복리시설,,51.9,1
서울특별시 강남구 청담동 130번지,11680,10400,0,130,0,1.02E+12,청담아이파크,,,5099,기타시설,주민운동시설,2006,복리시설,복리시설,111.29,0
서울특별시 강남구 청담동 130번지,11680,10400,0,130,0,1.02E+12,청담아이파크,,,6000,노인정,경로당,2006,복리시설,복리시설,111.01,0
서울특별시 강남구 청담동 130번지,11680,10400,0,130,0,1.02E+12,청담아이파크,,,5099,기타시설,주민회의실,2006,복리시설,복리시설,17.55,0
서울특별시 강남구 청담동 130번지,11680,10400,0,130,0,1.02E+12,청담아이파크,,,11099,기타아동관련시설,보육시설,2006,복리시설,복리시설,184.78,0
서울특별시 강남구 청담동 130번지,11680,10400,0,130,0,1.02E+12,청담아이파크,,,1000,어린이놀이터,어린이놀이터,2006,복리시설,복리시설,325.3,0
서울특별시 강남구 청담동 134-9번지,11680,10400,0,134,9,1024234,청담동 GS자이 아파트,,,2001,회의장,,2001,아파트,주민공동시설,1299.09,0
서울특별시 강남구 청담동 134-18번지,11680,10400,0,134,18,1.02E+12,청담 르엘,,,5099,기타시설,주민공동시설,2006,복리시설,"주민카페지하,다목적실,휘트니스,골프연습장,용역원휴게실",5362.3927,5
서울특별시 강남구 청담동 134-18번지,11680,10400,0,134,18,1.02E+12,청담 르엘,,,5099,기타시설,작은도서관,2006,복리시설,,1000.7866,3
서울특별시 강남구 청담동 134-18번지,11680,10400,0,134,18,1.02E+12,청담 르엘,,,11099,기타아동관련시설,어린이집,2006,복리시설,,668.3803,1
서울특별시 강남구 청담동 134-18번지,11680,10400,0,134,18,1.02E+12,청담 르엘,,,5099,기타시설,경비실,2006,복리시설,,24.9126,2
서울특별시 강남구 삼성동 71-8번지,11680,10500,0,71,8,1.02E+12,"삼성동 71-8,9 주거복합",,,90000,기타복리시설,도시형생활주택 주민공동시설,2001,아파트,,177.7998,2
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,아크로 삼성,,,90000,기타복리시설,스카이라운지 로비 / 작은도서관 실외기실),2001,아파트,,48.33,2
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,아크로 삼성,,,90000,기타복리시설,세대창고,2001,아파트,,2741.8,1
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,아크로 삼성,,,90000,기타복리시설,재활용 생활폐기물 보관실,2001,아파트,,63.65,1
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,아크로 삼성,,,90000,기타복리시설,주민공동시설3,2001,아파트,골프연스장/가족운동시설/레슨실,950.97,1
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,아크로 삼성,,,6000,노인정,경로당,2001,아파트,,162.23,1
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,아크로 삼성,,,1000,어린이놀이터,,2001,아파트,,718.01,3
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,아크로 삼성,,,11099,기타아동관련시설,어린이집,2001,아파트,,297.2,1
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,아크로 삼성,,,90000,기타복리시설,근린생활시설,2001,아파트,,1212.86,1
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,아크로 삼성,,,90000,기타복리시설,스카이라운지,2001,아파트,,198.7,1
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,아크로 삼성,,,90000,기타복리시설,주민공동시설2,2001,아파트,실내놀이터/맘스테이션/코인세탁실/미니짐,617.41,1
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,아크로 삼성,,,90000,기타복리시설,작은도서관,2001,아파트,,377.65,1
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,아크로 삼성,,,90000,기타복리시설,주민공동시설1,2001,아파트,"피트니스/카페테리어/사우나/게스트하우스/G,X룸/필라테스",1867.3,1
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,홍실아파트,,,,,경로당,2006,복리시설,,199.72,1
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,홍실아파트,,,,,어린이집,2006,복리시설,,279.2,1
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,홍실아파트,,,,,주민공동시설-1,2006,복리시설,주민회의실 등,601.76,1
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,홍실아파트,,,,,주민공동시설-2,2006,복리시설,"휘트니스, 골프연습장",1292.34,1
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,홍실아파트,,,,,주민공동시설-3,2006,복리시설,스카이라운지,170.74,1
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,홍실아파트,,,,,작은도서관,2006,복리시설,,171.08,1
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,홍실아파트,,,,,근린생활시설,2006,복리시설,,998.47,1
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,홍실아파트,,,,,주민공동시설(주차장),2006,복리시설,,28036.68,3
서울특별시 강남구 삼성동 79번지,11680,10500,0,79,0,1.02E+12,홍실아파트,,,1000,어린이놀이터,,2006,복리시설,,622,1
서울특별시 강남구 삼성동 109-21번지,11680,10500,0,109,21,1.02E+12,삼성지구 도시형생활주택,,,2099,기타집회장,주민공동시설,2001,아파트,주민공동시설,30.61,1
서울특별시 강남구 삼성동 188번지,11680,10500,0,188,0,1.02E+12,삼성동센트럴아이파크,,,90000,기타복리시설,경로당,2006,복리시설,,112.24,1
서울특별시 강남구 삼성동 188번지,11680,10500,0,188,0,1.02E+12,삼성동센트럴아이파크,,,90000,기타복리시설,작은도서관,2006,복리시설,,195.72,1
서울특별시 강남구 삼성동 188번지,11680,10500,0,188,0,1.02E+12,삼성동센트럴아이파크,,,90000,기타복리시설,주민공동시설,2006,복리시설,"휘트니스,실내골프장,주민카페",652.93,1
서울특별시 강남구 대치동 65번지,11680,10600,0,65,0,1.02E+12,대치쌍용2차 아파트,,,6000,노인정,,2006,복리시설,,229.51,1
서울특별시 강남구 대치동 65번지,11680,10600,0,65,0,1.02E+12,대치쌍용2차 아파트,,,90000,기타복리시설,어린이집,2006,복리시설,,431.41,1
서울특별시 강남구 대치동 65번지,11680,10600,0,65,0,1.02E+12,대치쌍용2차 아파트,,,5099,기타시설,주민운동시설,2006,복리시설,,254.25,1
서울특별시 강남구 대치동 65번지,11680,10600,0,65,0,1.02E+12,대치쌍용2차 아파트,,,5099,기타시설,주민공동시설,2006,복리시설,,1168.46,1
서울특별시 강남구 대치동 65번지,11680,10600,0,65,0,1.02E+12,대치쌍용2차 아파트,,,2099,기타집회장,작은도서관,2006,복리시설,,459.83,1
서울특별시 강남구 대치동 65번지,11680,10600,0,65,0,1.02E+12,대치쌍용2차 아파트,,,2099,기타집회장,맘스테이션,2006,복리시설,,45,1
서울특별시 강남구 대치동 65번지,11680,10600,0,65,0,1.02E+12,대치쌍용2차 아파트,,,90000,기타복리시설,근린생활시설,2006,복리시설,,588.1966,1
서울특별시 강남구 대치동 65번지,11680,10600,0,65,0,1.02E+12,대치쌍용2차 아파트,,,1000,어린이놀이터,,2006,복리시설,,792.53,1
서울특별시 강남구 대치동 66번지,11680,10600,0,66,0,1.02E+12,대치쌍용1차,,,90000,기타복리시설,"맘스카페,키즈존등",2001,아파트,,479.04,1
서울특별시 강남구 대치동 66번지,11680,10600,0,66,0,1.02E+12,대치쌍용1차,,,6000,노인정,어르신복지센터,2001,아파트,,407.662,1
서울특별시 강남구 대치동 66번지,11680,10600,0,66,0,1.02E+12,대치쌍용1차,,,90000,기타복리시설,작은도서관,2001,아파트,,333.659,1
서울특별시 강남구 대치동 66번지,11680,10600,0,66,0,1.02E+12,대치쌍용1차,,,11099,기타아동관련시설,어린이집,2001,아파트,,597.147,1
서울특별시 강남구 대치동 66번지,11680,10600,0,66,0,1.02E+12,대치쌍용1차,,,3099,기타운동장,주민운동시설(실내시설),2001,아파트,,1693.031,1
서울특별시 강남구 대치동 66번지,11680,10600,0,66,0,1.02E+12,대치쌍용1차,,,1000,어린이놀이터,어린이놀이터,2001,아파트,,1261.2,2
서울특별시 강남구 대치동 66번지,11680,10600,0,66,0,1.02E+12,대치쌍용1차,,,3099,기타운동장,주민운동시설,2001,아파트,,375.3,1
서울특별시 강남구 대치동 506번지,11680,10600,0,506,0,1.02E+12,,,,1000,어린이놀이터,,2001,아파트,,1028.5,3
서울특별시 강남구 대치동 612번지,11680,10600,0,612,0,1.02E+12,대치 SK VIEW,,,6000,노인정,,2006,복리시설,,109.0684,1
서울특별시 강남구 대치동 633번지,11680,10600,0,633,0,1.02E+12,래미안 대치 팰리스,,,11099,기타아동관련시설,보육시설,2006,복리시설,보육시설,463.47,2
서울특별시 강남구 대치동 633번지,11680,10600,0,633,0,1.02E+12,래미안 대치 팰리스,,,6000,노인정,경로당,2006,복리시설,경로당,249.15,2
서울특별시 강남구 대치동 633번지,11680,10600,0,633,0,1.02E+12,래미안 대치 팰리스,,,90000,기타복리시설,주민공동시설,2006,복리시설,주민공동시설,6262.54,2
서울특별시 강남구 대치동 633번지,11680,10600,0,633,0,1.02E+12,래미안 대치 팰리스,,,90000,기타복리시설,문고,2006,복리시설,문고,211.1,2
서울특별시 강남구 대치동 633번지,11680,10600,0,633,0,1.02E+12,래미안 대치 팰리스,,,1000,어린이놀이터,,2006,복리시설,어린이놀이터,1818.15,3
서울특별시 강남구 대치동 633번지,11680,10600,0,633,0,1.02E+12,래미안 대치 팰리스,,,10002,옥외운동시설,주민운동시설,2006,복리시설,주민운동시설,2149.02,3
서울특별시 강남구 대치동 633번지,11680,10600,0,633,0,1.02E+12,래미안 대치 팰리스,,,5003,휴게소,휴게시설,2006,복리시설,휴게시설,0,4
서울특별시 강남구 대치동 894번지,11680,10600,0,894,0,1.02E+12,현대썬앤빌 테헤란,,,2001,회의장,주민공동시설,2001,아파트,주민공동시설,41.34,1
서울특별시 강남구 대치동 894번지,11680,10600,0,894,0,1.02E+12,현대썬앤빌 테헤란,,,3099,기타운동장,체력단련실,2001,아파트,주민공동시설,51.66,1
서울특별시 강남구 대치동 907-2번지,11680,10600,0,907,2,1024198,대치한신휴플러스,,,2001,회의장,,2001,아파트,,85.85,1
서울특별시 강남구 대치동 951-3번지,11680,10600,0,951,3,1.00E+21,미정,,,90000,기타복리시설,주민공동시설(지하1층),2001,아파트,,219.9072,1
서울특별시 강남구 대치동 951-3번지,11680,10600,0,951,3,1.00E+21,미정,,,90000,기타복리시설,주민공동시설(지상18층),2001,아파트,,424.6391,1
서울특별시 강남구 대치동 951-3번지,11680,10600,0,951,3,1.00E+21,미정,,,90000,기타복리시설,관리사무소,2001,아파트,,23.7927,1
서울특별시 강남구 대치동 951-3번지,11680,10600,0,951,3,1.00E+21,미정,,,90000,기타복리시설,관리사무소,2001,아파트,,23.7927,1
서울특별시 강남구 대치동 951-3번지,11680,10600,0,951,3,1.00E+21,미정,,,90000,기타복리시설,주민공동시설(지하1층),2001,아파트,,219.9072,1
서울특별시 강남구 대치동 951-3번지,11680,10600,0,951,3,1.00E+21,미정,,,90000,기타복리시설,주민공동시설(지상18층),2001,아파트,,424.6391,1
서울특별시 강남구 대치동 952-2번지,11680,10600,0,952,2,1.02E+12,더블유타워,,,90000,기타복리시설,주민공동시설,2001,아파트,주민공동시설,465.64,1
서울특별시 강남구 대치동 963번지,11680,10600,0,963,0,1.02E+12,대치푸르지오써밋,,,,,작은도서관,2006,복리시설,,111.34,1
서울특별시 강남구 대치동 963번지,11680,10600,0,963,0,1.02E+12,대치푸르지오써밋,,,,,주민공동시설,2006,복리시설,,809.93,4
서울특별시 강남구 대치동 963번지,11680,10600,0,963,0,1.02E+12,대치푸르지오써밋,,,,,주민운동시설,2006,복리시설,,696.69,1
서울특별시 강남구 대치동 963번지,11680,10600,0,963,0,1.02E+12,대치푸르지오써밋,,,1000,어린이놀이터,,2006,복리시설,,692,2
서울특별시 강남구 대치동 963번지,11680,10600,0,963,0,1.02E+12,대치푸르지오써밋,,,6000,노인정,경로당,2006,복리시설,,156.57,1
서울특별시 강남구 대치동 963번지,11680,10600,0,963,0,1.02E+12,대치푸르지오써밋,,,90000,기타복리시설,근린생활시설,2006,복리시설,,1690.75,1
서울특별시 강남구 대치동 963번지,11680,10600,0,963,0,1.02E+12,대치푸르지오써밋,,,,,어린이집,2006,복리시설,,239.81,1
서울특별시 강남구 대치동 964번지,11680,10600,0,964,0,1.02E+12,대치동 구마을3지구 주택재개발정비사업,,,,,재활용보관창고/세대창고,2005,부대시설,,1636.8892,0
서울특별시 강남구 대치동 964번지,11680,10600,0,964,0,1.02E+12,대치동 구마을3지구 주택재개발정비사업,,,,,주민휴게시설(도서관/웰컴라운지),2005,부대시설,,939.0298,1
서울특별시 강남구 대치동 964번지,11680,10600,0,964,0,1.02E+12,대치동 구마을3지구 주택재개발정비사업,,,,,정화조/빗물저류조관리층,2005,부대시설,,265.763,2
서울특별시 강남구 대치동 964번지,11680,10600,0,964,0,1.02E+12,대치동 구마을3지구 주택재개발정비사업,,,,,운동시설 및 근린생활시설,2006,복리시설,,11688.1831,3
서울특별시 강남구 대치동 964번지,11680,10600,0,964,0,1.02E+12,대치동 구마을3지구 주택재개발정비사업,,,1000,어린이놀이터,,2005,부대시설,,156.42,1
서울특별시 강남구 대치동 964번지,11680,10600,0,964,0,1.02E+12,대치동 구마을3지구 주택재개발정비사업,,,6000,노인정,경로당,2005,부대시설,,152.3495,1
서울특별시 강남구 대치동 964번지,11680,10600,0,964,0,1.02E+12,대치동 구마을3지구 주택재개발정비사업,,,,,주민운동시설(피트니스/골프),2005,부대시설,,1295.5513,1
서울특별시 강남구 대치동 964번지,11680,10600,0,964,0,1.02E+12,대치동 구마을3지구 주택재개발정비사업,,,,,통합경비실,2005,부대시설,,11.8149,1
서울특별시 강남구 대치동 964번지,11680,10600,0,964,0,1.02E+12,대치동 구마을3지구 주택재개발정비사업,,,,,맘스스테이션,2005,부대시설,,27.9018,1
서울특별시 강남구 대치동 977번지,11680,10600,0,977,0,1.02E+12,대치 르엘,,,1000,어린이놀이터,,2001,아파트,어린이놀이터,207.73,1
서울특별시 강남구 대치동 977번지,11680,10600,0,977,0,1.02E+12,대치 르엘,,,6000,노인정,,2001,아파트,경로당,115.415,1
서울특별시 강남구 대치동 977번지,11680,10600,0,977,0,1.02E+12,대치 르엘,,,10001,옥내운동시설,,2001,아파트,주민운동시설,1080.327,1
서울특별시 강남구 대치동 977번지,11680,10600,0,977,0,1.02E+12,대치 르엘,,,90000,기타복리시설,,2001,아파트,근린생활시설,475.6006,2
